fold,id,gold_label,predicted_label,error_type,content,pred_support_terms,gold_support_terms_present
1,uc_03543,UP,DOWN,UP->DOWN,"第一次直观感受到频繁吃牛肉的杀伤力
由于我一直吃牛肉，炒着吃，炸着吃，煎着吃，瘦了12斤仅仅两周！这两天来姨妈都没痛经！！每天早上正常吃，中午就吃牛肉、炒菜和碳水，炖牛肉差点把锅点了，我就换成了好上手的牛排，吃的蛋白含量超高的板腱部位，带点油脂噗噗的也很顺，每天食欲稳的像进入贤者模式，晚上不咋吃睡前带点饥饿感，明天准掉秤，这种天天吃肉还变轻的好事也是让我赶上了哈哈哈
#减脂餐 #今天吃什么 #蛋白质 #吃肉自由 #大女主",，我|了，|了，我|一直|正常|都没|，我就|让我|晚上|这种|我一直|是让,感受|瘦了|！这|直观|牛肉|受到|让我|晚上|吃的|换成|我一直|是让
1,uc_03566,UP,DOWN,UP->DOWN,据说RTH要不支持远程办公了😅，🇭🇰科学园现场办公的人，因此会多起来吗？,吗？|要不|，因|人，|的人|的人，,的人，|的人|人，|，因|要不|吗？
1,uc_03573,UP,DOWN,UP->DOWN,"🎬 香港中文大学CUHK虚拟布局🗺️
🎬在这段视频中，可以看到我们为香港中文大学CUHK打造的全新虚拟演播室布局🎥。这个虚拟布局是用来应用于虚拟工作室的不同用途，例如教学、广播和直播。这将为中文大学的虚拟演播室带来全新的体验，为学生们提供更加生动、互动的环境。
 
我们设计了一套交互式背景，其中包括交互式天气报告图标🌤️，条形图展示还有一个交互式迷你球场🏀⚽️，用于展示不同的比赛战术和球队位置。这个功能将帮助观众更深入地了解比赛的策略和球员位置布置。 这些元素的结合为观众呈现了一个生动且引人入胜的虚拟环境，这一切让整体背景看起来像是专为新闻记者打造的虚拟布局🖥️。
 
这段视频仅为我们的初稿，因此质量可能稍显粗糙，但我们将在后续优化布局，使其更加逼真。我们将继续致力于创造创新的设计，将虚拟工作室技术与互动体验相结合！
 
#虚拟项目 #香港中文大学 #虚拟工作室 #创新设计 #互动体验 #虚拟环境 #虚拟环境配置",。我|工作|后续|，但|，因|但我|到我|。这|，可|，但我|了一个|可能,体验|整体|的体|动的|的比|提供|了解|功能|为我|HK|天气|，但我
1,uc_03589,UP,DOWN,UP->DOWN,"小猫🐈能适应多少度高温呀？
求问现在温度越来越高了，平时上班小猫一个人在家会被热坏吗？小猫适应的温度是多少啊？#小猫咪 #猫咪温度感应 #夏天高温 #猫咪一个人 #猫咪夏天太热 #夏天猫咪降温 #猫咪体感温度",了，|现在|在家|吗？|上班|个人|一个人|啊？|小猫,小猫|一个人|上班|个人|在家|啊？|现在|吗？|了，
1,uc_03601,UP,DOWN,UP->DOWN,本人现在高二 希望以后可以从事跟大自然或者动物有关的职业 类似保护冰川 研究植物动物之类的 学的物化生 不想当上班族做循规蹈矩三点一线的工作家庭条件不好 能吃苦 请问有什么建议吗 #高二 #理科生 #保护冰川 #大自然#植物#动物#人生方向抉择 #兴趣与职业,不想|现在|不好|家庭|工作|什么|上班|之类|的工|请问|的工作|植物,植物|自然|的工作|建议|的工|工作|上班|家庭|请问|之类|不想|现在
1,uc_03612,UP,NEUTRAL,UP->NEUTRAL,"求问香港🇭🇰有哪些酸奶好喝！是内地没有的？
好多不同品种的酸奶啊啊啊！
酸奶控➕选择困难症😅直接走不动道了！！😅😅
求推荐大家喝过好喝的！！不会太甜的！！🥹🥹🙏🏻
#香港 #香港美食 #香港生活 #香港旅游 #香港旅行 #香港旅游攻略 #香港酸奶 #酸奶 #酸奶推荐 #香港美食攻略",#香港美食|香港|推荐|#香港|#香港生活|的！|大家|#香港旅行|啊！|好喝|#香港旅游|求推荐,了！！|了！|的！！|甜的|好喝|的！|推荐|#香港|求推荐|求推|#香港旅游|啊！
1,uc_03635,UP,DOWN,UP->DOWN,"去上个厕所回来发现题被做了
家人们谁懂啊怎么有这样的人#抽象派 #备考 #刷题 #埋头学学学 #学习使我快乐 #临阵磨枪不快也光 #学习不停歇",怎么|这样|回来|的人|发现|样的|家人|家人们|谁懂,谁懂|家人们|家人|的人|样的|回来|这样|发现|怎么
1,uc_03644,UP,DOWN,UP->DOWN,"我寻思也没人告诉我广东蟑螂会追人啊
以后我的猫就是我的爹
天塌了
一周多没回家
家里堆了很多快递居然有蟑螂了啊啊啊啊啊
我都怕家里有这东西很少开火！
住了这么久第一次见家里有这么大的东西！！
当他跌跌撞撞奔向我的时候
我承认我败了
我甚至闭上了嘴巴
我很怕他是靠声辩位
怕他飞进我的嘴巴
与之搏斗一番后 断了两个指甲
给他留有全尸
这辈子干的最勇敢的事
划入史册
🏆与螂共舞
🏆与螂搏斗
今夜我是自己的英雄
#召唤小猫咪 #猫咪狩猎模式开启 #你的螂来了 #弹射起步",也没|家里|给他|自己|的事|告诉|甚至|两个|塌了|辈子|后我|没回,自己的|己的|大的|是自己|的事|后我|自己|甚至|也没人|承认|没回|广东
1,uc_03670,UP,DOWN,UP->DOWN,"门被抽屉挡住打不开怎么办？
先打开小红書搜一搜，结果一下就成功了。
感謝小红书的大智慧和昆仑山纸皮
#门打不开 #生活智慧 #小红书救星",么办|怎么办|怎么|了。|结果|，结|，结果|办？|怎么办？|么办？,怎么办？|么办？|办？|，结|，结果|结果|了。|怎么办|么办|怎么
1,uc_03678,UP,DOWN,UP->DOWN,"果然世界留不住我这种天才
#意不意外 #反转 #意想不到的结局 ＃有时候真的很无助＃沉默震耳欲聋",这种|有时候|有时|不住|世界,世界|有时|有时候|不住|这种
1,uc_03693,UP,DOWN,UP->DOWN,"不会有人不知道这是个摩天轮吧！
定位大阪心斋桥堂吉诃德！
当我拍图一照片的时候发现围着卡通人物的小圆球在转！然后我就惊愕的发现这原来是个摩天轮！
随后赶紧和我男朋友找入口，去玩才发现一个才1000円折合人民币才50元，而且讲解说明告诉我们可以坐15分钟！
排队大概20分钟左右，付款之后还有额外的节目！！工作人员让我们摇图二的那个机器，摇出了白球，给了我们两块糖🍬（图三是游戏规则摇到金色会给面包，摇到红色会给蒟蒻果冻，摇到白色按人数分配给糖果）。
在坐缆车的时候会有摄影师拍照片留念，但是这个照片是收费的，好像是1500日元，和国内的照片收费标准差不太多。 #摩天轮 #日本 #大阪 #心斋桥",不知道|不知|知道|男朋友|男朋|工作|，但是|之后|但是|然后|，但|的，,照片|15分钟|15分|大概|我拍|人民|的小|让我|入口|后我|工作|人数
1,uc_03707,UP,NEUTRAL,UP->NEUTRAL,"快去薅羊毛！！！
茶百道这杯活菌·杨梅酸奶昔真的巨巨巨好喝！！
活菌酸奶➕新鲜杨梅果肉！
酸奶超级绵密！新鲜杨梅果肉在嘴里爆汁，果味超浓郁！酸酸甜甜的，感觉在喝液体杨梅冰淇淋！！
爱吃杨梅的姐妹一定要冲！！！
而且最近美团外卖有活动！！可以膨胀大额18元券，点下来真的好便宜！
 
👇附攻略
⏰5月23日-6月18日
1⃣上美团搜索【必膨18】直达活动页
2⃣点击“用神券膨胀”，抢🈵18减18！每天都有一次机会！！直接个位数拿下一杯奶茶～超级划算！！
姐妹们这波羊毛不要错过！！！
 #美团外卖天天必膨18元 #美团外卖必膨18元 #必膨18 #膨一下必得18元 #美团外卖必膨18元包的 #美团外卖膨胀券 #美团外卖膨胀 #神券膨一下 #膨一下 #天天膨一下",酸甜|超级|5月|好喝|一杯|新鲜|错过|奶茶|巨好|活动|冲！|爱吃,拿下|下一|一定要|超级|浓郁|攻略|甜甜|甜的|爱吃|错过|好喝|巨好
1,uc_03734,UP,NEUTRAL,UP->NEUTRAL,"🇭🇰香港 游客免费认领马仔
🇭🇰沙田马场，进门拿到了入场礼钥匙扣！
还领到了敲可爱的马仔挂饰🐴
#沙田馬場 #HKRacing #GoRacingHK #香港景点 #ShatinRacecourse #香港 #香港旅游 #港风打卡 #香港明星 #容祖儿 #Minnie #香港西九龙 #西九龙海滨长廊 #香港一日游 #香港美食 #香港追星",#香港美食|香港|#香港|#香港旅游|沙田|可爱|可爱的|游客|爱的|！还,！还|爱的|可爱的|可爱|游客|#香港|#香港旅游|沙田|#香港美食|香港
1,uc_03765,UP,DOWN,UP->DOWN,"用1950年燃气炉给孩子们做饭
#多种烹饪方式 #让厨房生活更有品质 #烹饪 #烹饪新体验 #复古家电 #vintage #乡村风厨房 #乡村#燃气炉 #我的灵感厨房",孩子,孩子
1,uc_03773,UP,NEUTRAL,UP->NEUTRAL,"香港北角，3天吃了2次！个人觉得无法超越
喜欢三明治和咖喱猪排饭，朋友觉得葱油鸡好吃#路边摊 #香港 #香港美食 #香港探店 #香港旅游 #香港旅游攻略 #街边摊小吃 #街头小吃",#香港美食|香港|好吃|#香港|#香港探店|#香港旅游|喜欢|3天|觉得|无法|个人,喜欢|3天|好吃|#香港|#香港探店|#香港旅游|个人|#香港美食|香港|觉得|无法
1,uc_03803,UP,DOWN,UP->DOWN,"奥兰多迪士尼的园艺炫技之作们👑🧚🏻‍♀️✨
迪士尼真的很爱这种园艺作品，就连奥兰多迪士尼的EPCOT也逃不开（不得不说有的真的很有中毒感）
 
#迪士尼 #奥兰多迪士尼 #迪士尼公主 #冰雪奇缘 #迪士尼电影 #红薯地影视狂飙季 #魔法满屋 #狮子王 #玩具总动员 #漫威",，就|这种,这种|，就
1,uc_03810,UP,DOWN,UP->DOWN,"我不甘于平庸，我想出人头地～」
被《我的塞林格之年》这句话冲击到了
 
“我不甘于平庸，我想出人头地
我怕我现在不做，以后就再也不会做了”
“我不想做个普通人，我想要与众不同”
 
为什么要此刻出发？
因为二十岁的雨林徒步和四十岁的五星酒店
从来不是同一种震颤
因为每个说「等我有空」的人
最终都活成了便利贴上的待办事项
 
出发按钮就在脚下
别等到护照过期才想起世界多大
毕竟——
「我不想把人生过成说明书，我要写成探险小说」 ✈️
 
#不为打卡的旅行 #红薯旅行家 #令人难忘的景点 #吸引力法则 #女性必看 #显化 #我的计划就是一直自由 #先出发再说 #趁年轻趁现在 #日常生活里的快乐瞬间 #及时行乐是好好生活的真理 #年轻的我先跨出这一步 #小众旅行地",，我|不想|现在|为什|为什么|我想|我现在|我现|什么|不会|因为|，我想,世界|出发|人生|的人|从来不|书，|我要|从来|人，|后就|我不想|我怕
1,uc_03882,UP,DOWN,UP->DOWN,"让我们恭喜这位女博士
终于穿上我的红袍啦🥳
有爸妈，爱人，朋友陪伴的毕业典礼，就是最完美的
在爱里我会成长得越来越好❤️
#香港 #博士 #女博士 #毕业 #毕业典礼 #毕业快乐 #计算机博士 #工科女孩 #前程似锦 #香港大学",爸妈|，就|让我|妈，|人，|爸妈，|毕业|爱人|长得|在爱|成长|美的,美的|终于|爱人|在爱|成长|长得|毕业|#香港|让我|人，|爸妈，|妈，
1,uc_03890,UP,DOWN,UP->DOWN,"突然发现自己家很有钱
是这样的，从小到大，我一直觉得自己是个普通得不能再普通的孩子，住着普通的房子，上着普通的学校，穿着普通得不能再普通的衣服。直到最近，我在和朋友们聊天时，隐隐约约发现自己的生活似乎比他们高出一个档次。起初，我并没有太在意，直到我在小红书上发表了一些自己的见解，评论区却纷纷指责我“装”、“富二代”……这些评论让我开始有些意识到，自己可能真的不是那么普通。我家的情况是这样的：由于长辈年轻时喜欢旅游，所以房产较多，上海有5套，其他地方还有2套，房产总价值能达到上亿。车子也都是奔驰、宝马这种100多万的车。爷爷有5家公司，父亲有2家公司，母亲有1家公司（以上所有公司都没有上市）。我是独生子，现在住在上海500-600平的别墅里，以后会有8家公司等我继承。但我平常上的是普通公立小学，穿的也都是耐克、阿迪达斯这种小牌子。吃饭也比较随意，30-3万不等，想吃什么吃什么。也出过国，想去哪里可以直接订机票，非常自由。我平常看小说、玩游戏、追星也都比较自由，花费在10万左右。我平常爱好比较多：喜欢打篮球，所以父亲经常带我去看nba场边的比赛；喜欢羽毛球，所以母亲就让国家冠军（她的朋友）来教我打球。除此之外，我还有很多爱好，如钢琴、书法、国标、篮球……这些花销不大的爱好大概40万左右就够。我的学习成绩不错，在浦东较为优秀的小学稳居年级前3，一直是大队委、中队长、班长……父母从不给我精神上的鼓励，要求严苛，但在物质上却决不会匮乏。但是，最大的问题是我家没有任何人是体制内的，而且我的社交圈子上下差异比较大。最好的朋友连小康家庭都达不到，但父母带我认识的朋友都比我家条件要好。这让我有种夹在一般家庭和富豪家庭之间的无力感。有一天，我在小红书上看到了一篇关于财富等级划分的文章，发现自己居然属于富豪家庭。而且自己的月支出能达到中产家庭的年收入。这让我更加困惑了，我到底算是什么家庭呢？#富人和穷人的区别 #对钱没概念 #到底是什么家庭 [投票]#",，我|父母|了，|了，我|。我|一直|现在|家庭|不到|给我|没有|都没,最好的|0万|好的|喜欢|自由|ba|最好|的房子|机票|nb|自己的|己的
1,uc_03927,UP,DOWN,UP->DOWN,"当你一个月可以赚30万
并且还很年轻
并且没结婚
并且本来就很有钱
你会发现世界上没有烦恼
你每天过得太开心太愉快了
生活节奏非常健康
说的就是我自己嘻嘻
 
#实现自己的梦想 #财富自由是让你的时间自由 #赚钱能治愈一切矫情 #想要的人生 #达到人生目标 #让钱为你工作 #人生终极目标 #有钱真好",我自|我自己|没有|结婚|自己|一个月|是我自己|是我自|本来就|发现|本来|个月,世界|0万|开心|你会发|你会发现|非常|嘻嘻|个月|并且|一个月|本来就|本来
1,uc_03933,UP,DOWN,UP->DOWN,"🇭🇰读一年制港硕在香港好找工吗
读一年制港硕后在留港工作容易吗？
本人还在准备大学毕设，今年九月份就要过来香港了
有没有前辈在香港找到很好的工作的呀~",工作|没有|就要|吗？|过来|的工|的工作|有没|有没有|好的|香港,好的|的工作|的工|工作|就要|香港|过来|有没有|有没|没有|吗？
1,uc_03942,UP,DOWN,UP->DOWN,"深圳实习补贴到账！
突然发现去年6月底申请的补贴，12月底就到账了，时隔半年，真是不容易啊扣税20%，到手1600元（早知道就多实习几个月了
 
准备的材料有：
1. 实习合同扫描件
2. 身份证、学生证、银行卡扫描件
3. 公司发放实习工资的银行流水
4. 实习推荐表（需要学院盖章）
5. 实习人员信息表（身份证号、学校、实习期限、拟发放金额、开户行、银行账户）
#实习补贴 #深圳宝安",了，|知道|，到|突然|发现|个月了|月了|个月|学校|深圳|去年|推荐,去年|个月|学校|推荐|个月了|月了|，到|突然|深圳|发现|了，|知道
1,uc_03952,UP,NEUTRAL,UP->NEUTRAL,"为什么早上起来就逗我笑
哈哈哈哈哈哈哈世上还是好人多啊#忍不住想笑 #莫名其妙击中笑点 #不要太搞笑 #搞笑",#搞笑|#莫名其妙击中笑点|什么|为什|为什么,#莫名其妙击中笑点|#搞笑|为什|为什么|什么
1,uc_03959,UP,DOWN,UP->DOWN,"回到山西的这半年，我惊奇地发现，一群高学历高认知的人被世俗偏见裹挟地如此严重……办公室一个96年的老师居然会因为找不到对象着急，甚至把这一目标列为今年必须实现的kpi。
可是，我们接受教育不是来改变这个世界的吗？为何会被这个世界带着跑？",，我|不到|对象|吗？|可是|严重|因为|学历|甚至|找不到|找不|的人,世界|实现|目标|知的|这个世界|这个世|界的|年，我|世界的|年的|pi|的人
1,uc_03976,UP,DOWN,UP->DOWN,"老公要做全屋小米
家人们，有人劝退吗？？？
#装修 #挑战全屋智能 #全屋开关插座布局 #全屋智能家居 #智能灯光 #智能家电 #智能家居生活 #全屋定制避坑 #智能化家居",吗？|有人|家人|家人们,家人们|家人|有人|吗？
1,uc_03983,UP,DOWN,UP->DOWN,"女儿不懂得节约，一份沙拉120块钱怎么办？
女儿现在年薪百万
却存不下钱
我一直都觉得是她不会计划
结果今天她给我发她的午饭
全是菜叶子
120块钱
这样怎么可能存的下钱？
我让她每个月把一半的收入给我帮她存着
她还防着我",么办|怎么办|怎么|一直|现在|？我|给我|结果|这样|不会|觉得|办？,懂得|计划|的午|收入|个月|给我发|她给我|她给|我一直|可能|我发|怎么办？
1,uc_03991,UP,DOWN,UP->DOWN,导员我五一回不去家了你高兴了吧#五一假期,,
1,uc_04008,UP,DOWN,UP->DOWN,"广东大学生14元可以买到的快乐
去旅游三天饿九顿，很爱学校的烧腊店好吧
价钱没得说，除了学校门口别的地方我买不到14块的猪脚腿拼饭虽然味道比市区的烧腊店逊色一丢丢
烧腊简直就是广东人的魔咒啊，表白鸭腿#广东 #干饭 #烧腊推荐 #探店
编辑于 1 天前 广东",不到|买不|啊，|说，|学校|广东人|广东|编辑|到的|简直|辑于|编辑于,快乐|到的|简直|学校|辑于|编辑于|编辑|说，|味道|广东人|买不|广东
1,uc_04017,UP,DOWN,UP->DOWN,"为什么香港没有隆江猪脚饭？明明深圳满街都是，但是在香港好像一家都没有见到,全都是茶餐厅，粤菜馆#香港生活 #香港 #广东人 #味道港港的 #本地人认可 #老字号 #粤菜 #年轻人饭堂 #猪脚饭 #隆江猪脚饭 #茶餐厅 #美食",，但是|为什|为什么|没有|都没|但是|什么|，但|明明|都没有|深圳|#广东人,餐厅|#香港|#广东人|，但|#香港生活|香港|明明|深圳|都没有|但是|，但是|都没
1,uc_04076,UP,DOWN,UP->DOWN,"猿辅导“员工猝死”实践 全貌
2025年4月23日晚，猿辅导武汉公司发生员工猝死事件，引发广泛关注。以下是事件关键进展及背景信息：

一、事件经过
‌猝死与应急处理‌
4月23日晚，网传猿辅导武汉公司一名员工在公司猝死。事发后，公司以“网络故障”为由通知员工次日调休，禁止前往办公区12。
现场目击者称，事发当天楼下出现警车、救护车及殡仪馆车辆13。涉事楼层（网传25楼）消防通道被锁闭，需密码进出，安保措施升级34。

‌官方回应与调查进展‌

武汉东湖新技术开发区公安分局证实猝死事件发生，但具体情况仅向家属披露12。
劳动保障监察局表示，工亡认定需提交材料并经调查审批，目前双方尚未提交申报12。
二、公司管理与加班文化争议
‌员工工作强度与离职反应‌
部分在职员工受事件影响提出离职。有培训期员工称，工作两天已感疲惫，同批人员甚至首日便离职13。
猿辅导武汉公司实行两班制（早班/下午班），员工数量庞大

‌历史管理问题曝光‌

2023年该公司被曝“管理苛刻”：员工单日加班超6小时，吃饭、上厕所需报备
公司曾回应称“双减”政策加剧行业压力，承诺通过扩招、轮班减轻负担，但执行效果存疑

三、论与社会影响
事件再次引发对互联网企业加班文化的讨论。此前猿辅导因“双休不加班”的招聘宣传引发争议，此次事件被指与其宣传形象形成反差劳动监察部门已介入调查，后续进展受公众持续关注",工作|。现|情况|后续|，但|后，|问题|发生|甚至|提出|楼下|反应,下是|具体|强度|网络|执行|023年|2023年|压力|疲惫|升级|工作|甚至
1,uc_04088,UP,DOWN,UP->DOWN,之前参加了武汉大学的博士申请，成绩出来的时候我差一名被录取，但是前一名放弃了，官网说是按成绩依次递补，招生老师说后面会进行递补。我后面等了三个月，在这期间一直在询问招生老师什么时候递补，得到的通知都是耐心等待，我也没有再找其他学校和工作。刚刚接到武汉大学招生老师的电话，说我报名的老师没有名额了，被放弃的那个老师和我做的方向差距很大，不愿意要我。现在要我写一个放弃声明，不写这个声明的话，他们的招生工作结束不了，建议我参加另外一个学院的第二批次申请。我和硕导说了，他说让他们把我推荐给那个学院的老师，不然不写放弃声明。哎，现在不知道该怎么办，怪我在一棵树上吊死，浪费了时间[失望R],么办|怎么办|，我|怎么|不知道|不知|了，|知道|也没|。我|，说|一直,的第|到的|官网|个月|建议|学校|推荐|期间|一棵|说让|要我|，他说
1,uc_04097,UP,DOWN,UP->DOWN,"🆘难道正常人谈恋爱都是相互喜欢的吗？？？
今天和朋友聊天，我说我好羡慕她可以和喜欢的人在一起，我说我从来没和喜欢的人谈过恋爱。结果她不可置信的反问我：你不也有男朋友吗？
我不明白了有男朋友和我喜欢他有什么必然联系吗？难道大家谈恋爱都是相互喜欢才谈的吗？🙀🙀
26了，我从来没谈过喜欢的人，都是在喜欢我的人里找😅原来是我不正常吗？
 
#喜欢的人不喜欢自己 #当代爱情现状 #谈不了一点 #大家谈恋爱都是互相喜欢吗？[投票]#",，我|了，|了，我|我说|说我|男朋友|男朋|？我|正常|结果|吗？我|，我说,喜欢的|欢的|喜欢|明白|的人，|的人|谈恋爱|谈恋|。结果|恋爱|从来|人，
1,uc_04131,UP,DOWN,UP->DOWN,"微信因为发了个抽象表情包被永久封号
我真想哭，申诉还申诉不回来…我这算诈骗啥了，我骗人家内裤吗？？？？警察还找到人家家里去了…别太离谱…@微信支付 #我真的会谢 #表情包反应我的精神状态 #反网络诈骗 #保护个人信息 #表情包 #威胁人身安全 #微信#微信封号#抽象#发疯表情包 #注意防诈骗 #斗图表情包 #搞笑表情 #实用表情包 #搞笑表情包分享 #分享表情包 #人脸识别
编辑于 昨天 16:41 广东",，我|了，|了，我|家里|我真|吗？|因为|了…|不回|回来|…我|微信,辑于|编辑于|编辑|#抽象|…我|广东|因为|不回|微信|回来|了…|离谱
1,uc_04139,UP,DOWN,UP->DOWN,"听说离婚率已经48%了，真有那么恐怖吗？怎么身边不见有人离婚？
1 天前 福建",怎么|了，|已经|吗？|有人|那么|离婚,那么|离婚|有人|已经|吗？|了，|怎么
1,uc_04168,UP,DOWN,UP->DOWN,"我也不想什么都唱反调，但总忍不住多想一步
一觉醒来学校里多了很多小紫车，看上去是为了迎接校庆特意投放的，仅供校园内部骑行。
挺好看的，很拉风，显示出美团和清华的好姐妹关系……但我想到的是，仅仅为了宣传有必要做这么一批新的涂装吗？流通范围的限制让共享单车的共享性大打折扣，这些车子与其他车辆不一样的运营机制也会导致额外的运营和维护成本的增加。从使用者的角度来说，我大多数时候在校园里用共享单车都是为了骑到校外去，不一定从一个地方来回，所以骑自己的车不方便，这样只能在学校里骑的车很鸡肋。（仅代表我自己观点）
美团作为塑料垃圾的制造大户，果然是不可能真正关心可持续的呢。（但我却为五斗米折腰正在用它给的骑行年卡，就像环保NGO也接受美团捐款一样……）
【更正】初始笔记中说小紫车要收钱，可能是因为我自己的操作原因，评论区大家反映小紫车也是和小黄车一样骑行卡免费的，感谢大家指正。我因为发完笔记就出校了所以没有来得及再次核实，没有及时更正，就被一些网友说我造谣？！？！这个帽子未免太大了吧本来想自己回校以后核实再更正的，现在看来也等不及了。发贴的初衷只是对这个专属校内车的设置有疑惑，没想到引来了“造谣”、“蹭流量”的指控……希望大家都能多一点善意吧。
#清华校庆 #美团共享单车 #可持续生活",，我|。我|了。|说我|不想|现在|我自|钱，|我自己|没有|我想|，就,清华|真正|感谢|续的|都能|到的|，看|免费的|自己的|然是|己的|也会
1,uc_04186,UP,DOWN,UP->DOWN,"侧脸长得像迪丽热巴怎么起号
觉得不像也不要骂我 实在是太想起号啦#迪丽热巴 #起号",怎么|觉得|实在|骂我|不要|长得,长得|骂我|实在|觉得|不要|怎么
1,uc_04193,UP,DOWN,UP->DOWN,"谁来给我懂下这比例的逆天性
#刘浩存",给我,给我
1,uc_04254,UP,DOWN,UP->DOWN,"地震的时候研究生和本科生一下就分出来了
拿着电脑的甚至回去抢救电脑的是马上要毕业的研究生
根本躺在宿舍啥也没感觉到的是做实验累了一天的研究生
醒了但是躺在宿舍根本不想跑的是心如死灰的研究生
在户外拿着手机和朋友聊天的是幸福的本科生

#实验室日常 #读博日常 #科研日常 #科研人的精神状态 #都说博士读的就是心态 #大家注意安全 #科研 #还好还好虚惊一场",也没|不想|但是|回去|甚至|本科|感觉|毕业|宿舍|来了|手机|出来,幸福|幸福的|福的|到的|毕业|本科|甚至|出来|手机|来了|回去|宿舍
1,uc_04261,UP,DOWN,UP->DOWN,"真的很感谢男朋友对我的托举
如题，最近看到这样一句话，“男人爱女人的最高层形式是托举和兜底”。
.
好像我的男朋友就是这样的。在我低谷期毫不犹豫的兜住我，并且在日复一日的平凡生活中，给我最强大而又温柔的支持。
.
现在是我失业在家的第四个月了，刚失业时，我还会有些没从工作状态中转变出来，突然闲下来不知道干什么，有些觉得“休息可耻”。但他每天早晨起床去上班，走的时候都会亲亲还在睡梦中的我的额头，告诉我“多睡一会，别太早起来，好好休息宝贝”。每次听到他这么说，我总是会很安心的睡过去，让我觉得偶尔休息一下也不是什么大事。
.
在我踌躇满志开始找工作，但一次次碰壁灰心丧气时，他察觉到我的低落情绪，打趣说“说说吧，是不是没钱花了”。然后周六休息日，和我一起去咖啡馆修改简历、模拟面试，耐心的帮我一起去挖掘我的过往经历的闪光点，梳理我的职业规划，我才知道原来我可以这么优秀，有他的帮助后我的面试通过率立马翻番。
.
昨晚坐地铁时因为讨论对上班迟到的看法，因为意见不统一，我直接发脾气不想和他说话，他也立马停下平静了一会儿，然后假装陌生人靠我身边问“美女这么安静，一个人吗”。类似时刻还有很多，在我发脾气两个人气氛微妙时，他总能停下来，然后拉着大脸来逗我开心。
.
他总是毫不犹豫的去陪我做我任何想做的事情，即使他不爱游泳、不爱打拳，但在我说想去尝试后，一边嘟嘟囔囔一边自己乖乖上淘宝买好装备。
.
或许比不上小红书其他更厉害的男朋友，没有丰富的人脉和耀眼的资源，他只是茫茫北京中一个普普通通的男孩，需要靠做牛马打工去挣钱，但他会在我失业时，找借口转我钱、带我吃饭和玩乐、负担我的日常开支。和他在一起的日子，我总是觉得在闪闪发光。
.
他总是用他的责任心、比我更深的阅历、稳定的情绪和幽默、持久的安全感，来兜住我的不安和烦躁，然后把我托举的更高，再真心为我喝彩。
.
就像那句话说的，真正的爱是和你一起去征服更宽广的草原，是真心希望对方好，是认可并支持对方以任何一种姿态去生长。就像卡尔萨根说的“在广袤的空间跟无限的时间里，能够与你共享一段时光，同处一个行星，是我莫大的荣幸”
.
我爱我的男朋友，每天都比前一天，更爱一点。
#情侣 #恋爱 #亲密关系 #我的幸福具象化 #幸福 #被爱好似有靠山 #男朋友 #被幸福包围 #甜甜的恋爱",，我|不知道|不知|了，|知道|我说|，他|不想|现在|男朋友|男朋|钱，,时刻|开心|模拟|真正|平凡|温柔|感谢|的第|享一|发光|到的|生活中
1,uc_04276,UP,DOWN,UP->DOWN,"千万不要透支未来，没有解决不了的事
有没有发现焦虑的人都有一个共同点，那就是会习惯性的想未来的事情，想着明天的工作，下周的安排，明年的目标

但其实你永远不知道下一秒会发生什么，计划赶不上变化。过度思考未来，只会让你陷入无尽的焦虑循环。

我们总说活在当下，所以未来的事情，等到了再说吧，车到山前必有路

记住焦虑的本质，是你在提前感受未来的烦恼，放下那些还没发生的事，专注眼前的当下，你会感觉好很多

#焦虑 #人生迷茫是常态 #拥抱生活中的不确定 #拒绝焦虑做好自己 #未来不确定性 #看透万物的本质 #永远拒绝内耗",不知道|不知|知道|。我|工作|吧，|事情|没有|什么|来，|工作，|情，,目标|计划|的目标|下一|变化|的焦|年的|感受|质，|的焦虑|眼前|的工作
1,uc_04292,UP,DOWN,UP->DOWN,"#那不是黑历史是我的来时路
#减肥 #逆袭 #大学蜕变 #加油
#享受生活",,
1,uc_04298,UP,DOWN,UP->DOWN,"理工生会懂的痛：
左思右想算来算去
最后凝结在纸上只有寥寥几行
在得到正确答案之前
无数次犯错无数次勘误
无数次破防无数次重整旗鼓
 
但这也是学理工最大的乐趣吧！
灵光乍现的狂喜
苦思得解的畅快
还有无数次失败中愈挫愈勇的意志
 
还记得高中开始
长辈总和我说：
女孩学理科潜力弱一些
女孩适合偏文科的工作
 
但我依然“固执”地走到了今天
或许艰难了一些
或许缓慢了一些
 
我却常感庆幸：
解决一道困扰许久的难题带来的快乐
无比纯粹、无比强烈
而这一道道的难题
也把我塑造成了更顽强的我
 
“女孩既可以学好文科，也可以学好理科”
“不聪明也不用怕，这条路，笨拙却倔强的我，已替你试过”
 
加油！！！💪
 
#学习vlog #学习日常 #沉浸式学习 #电子鸡血 #3M报事贴 #3M便利贴 #3M口红耳塞 #理工女#期中考试 #留子日常",我说|工作|之前|，已|但我|我，|科，|造成|最后|和我说|高中|失败,vlog|#学习日常|快乐|适合|路，|一些|最大|的工作|最大的|的工|大的|高中
