id,content,gt,predicted
dc_00099,"香港就是一个调色盘🎨香港电影感旅拍
没有人能在这首bgm里打败香港
春天的香港虽然多阴天，但色彩还是很丰富的
        
几乎囊括了香港所有好出片的色彩采集地：
🔴旺角，士丹顿街，金鱼街，摩天轮，文武庙
🟡中环街市，银行街电车站台，大馆
🔵蓝房子，嘉咸街，维多利亚港
🟢天星小轮，大馆，太平山缆车，美都餐室
        
@摄影薯 @生活薯
        
@香港旅游发展局
#电影里的城市 #拍出电影氛围感 #我拍到了印象派 #香港旅行 #新年版citywalk",2,0.0
dc_00104,"香港女摄长期找互勉
图123是想拍摄的风格
后面的都是我之前拍的
喜欢拍探店 阳光 有生命力的照片
希望你能自备服饰 妆容
一起有目标的拍出好看的照片
而不是想来白嫖几张就行…
拍摄选在晴天 时长大概在1—2小时
优先考虑好看主页有照片的宝 高p🙅🏻‍♀️
我会指导姿势 但希望你自己也会摆
富士佳能ccd我都有",2,0.0
dc_00107,"港風𝒗𝒍𝒐𝒈🇭🇰港風女主教程來啦🎬✨
有去🇭🇰玩的
拍一些日常小片段
再加一些雜點跟港風濾鏡
配上粵語歌🎵
你就是王祖賢！
嗯（？？？
有嗎？我有像嗎？
-
來香港🇭🇰這麼多次
每次還是都會幻想會在路上遇到陳浩南
他真的是我的夢中人🥰🥰🥰
-
🎬拍攝攻略
👉🏻拍攝地點旺角那邊很適合！
隨便一個轉角街景都非常港！
👉🏻地鐵站出來的天橋拍下去很有感覺
👉🏻天橋走下去的小巴站也必拍
請傳給你的旅伴
一起幫對方拍港片🫶🏻
-
✨統一回答濾鏡是剪映app裡面的港風濾鏡
還有很多復古濾鏡也很適合
大家🔍港風
就會有很多選擇！
#AliceinHongKong🇭🇰💗
#HongKong",2,0.0
dc_00112,"不在东京🇯🇵在深圳 在深圳‼️🌸
樱花开好啦🌸#假装在国外
巨出片 拍照机位分享
#行走在如画风景里 #深圳拍照 #来拍照了 #樱花拍照 #深圳网红打卡地 #深圳周末好去处 #拍照姿势",2,0.0
dc_00113,"ongkong🇭🇰旅行街拍🪂万能构图➕姿势🏒
关于香港🇭🇰记忆：
-每天徒步2w+👣
-吃不完的车仔面🍝
-红色的TAXI🚗
-随处可见的路牌🪧
🪃这一期教你～香港旅行🧳街拍的通用构图➕姿势
🏒路边碰到栏杆，斜侧构图拍出延伸感，人物放在右下四格，搭手侧看
🏒拍全身构图一定要注意，人物放在中下两格，上方留白怎么拍都是大长腿
🏒人太多可以放大2倍避开杂乱，将人物放在三分线上，找一个路标依靠侧看
🏒碰到好看的大景打开2倍长焦，一定要俯拍，将景放在人物上方
🧳下次旅行Travel～记得留下你的“作业”哦～
#拍照姿势不重样 #来拍照了 #旅行 #香港拍照 #男生拍照姿势 @视频薯 @潮流薯 @时尚薯 @户外薯 @薯队长 @人文薯",2,0.0
dc_00114,"她的裙摆与鸽子一同随风起舞🕊
在塔佩门和软姐@仙女软本人 一起拍的实在是太有生命力啦！好喜欢裙摆和鸽子一同飞起的瞬间～
#氛围感 #生命力 #旅行 #live #清迈",2,0.0
dc_00115,"在澳门🇲🇴跟风最成功的一次（附路线………
终于轮到我来拍了😭真的好好看啊
就在老永利这边，不是永利皇宫哈！！！
#澳门#澳门拍照#澳门打卡 #拍照打卡 #澳门金鱼缸 #澳门拍照机位 #澳门吃喝玩乐 #一日游#来拍照了",2,0.0
dc_00116,"深圳的绣球花海🌷已开好！！！春日限定美哭😭
#深圳拍照好去处 #深圳探店 #深圳周末去哪儿 #深圳周末好去处 #深圳拍照圣地",2,0.0
dc_00117,"肉肉手臂救星！6️⃣个显瘦生活感春日拍照姿势
健康灵活的手臂就是好手臂，自在舒服的姿势就是最好的拍照姿势！一起放开心畅玩畅拍，好好爱自己吧#记录吧就现在 #拍照姿势 #微胖穿搭 #拍照技巧 #来拍照了 #拍照构图 #公园拍照 #春日秀场 #浅春系穿搭 #独束线雕裙系列",2,0.0
dc_00118,"这样修的效果你满意吗？
#修图 #刘亦菲仿妆 #精修 #摄影后期 #人像精修 #接单 #还原你的美 #今天你修图了吗",2,0.0
dc_00123,"✨ **深圳隐藏的“欧洲童话镇”！免费拍照圣
✨ **深圳隐藏的“欧洲童话镇”！免费拍照圣地，出片率100%！** ✨
---
📍 **地址**：世界之窗旁欧洲印象小镇（地铁H口步行3分钟）
🕒 **时间**：全天免费！夜景灯光超绝～
🚇 **交通**：地铁1/2号线“世界之窗站”H口直达！
---
### 🌟 **必拍打卡点** 🌟
1️⃣ **彩虹楼梯**：像打翻调色盘的梦幻背景，仰拍秒变童话主角！
2️⃣ **荷兰大风车**：假装在荷兰！草地+风车+蓝天，氛围感拉满～
3️⃣ **英伦电话亭**：复古红配绿植，电影感街拍get！
4️⃣ **欧式钟楼街道**：傍晚光影洒在石板路上，走路抓拍都高级！
5️⃣ **夜景灯光**：暖黄灯光亮起，浪漫值爆表，情侣约会必冲！
---
### 👗 **穿搭建议**
✔️ 浅色长裙+草帽（法式慵懒风）
✔️ 复古西装+贝雷帽（英伦街头感）
✔️ 亮色毛衣+短靴（秋冬暖系大片）
📸 **Tips**：下午4点光线最温柔，带个小反光板更绝！
---
### 🍰 **周边玩法**
✅ 步行5分钟到【世界之窗】打卡全球地标
✅ 隔壁【欢乐谷】尖叫过山车解压一整天
✅ 逛完去【益田假日广场】吃网红下午茶～
---
⚠️ **小贴士**
▪️ 周末人略多，建议工作日早上去！
▪️ 蚊虫预警！记得带驱蚊水～
▪️ 商拍需收费，手机拍足够美！
---
“在深圳假装在欧洲的一天🇫🇷
0元get宫崎骏漫画里的夏天🍃
彩虹楼梯、风车城堡、复古街道…
9图根本放不下！！姐妹快冲👭”
---
💌 **快收藏**！@你的拍照搭子，周末一起刷爆朋友圈！
#深圳拍照 #深圳周末去哪儿 #深圳免费景点 #深圳小众打卡地 #广州周边游",2,0.0
dc_00126,"存一些澳门拍照姿势📸
#拍照动作 #澳门拍照打卡 #女生拍照姿势 #旅行随地打小拍 #旅游就是要拍美美的照片",2,0.0
dc_00130,"当老板要求今天穿可露丽风来上班
我看他们也就勉勉强强吧
#可露丽风 #陈峥陈嵘 #模特
#每日穿搭 #上海 #上班 #我的日常",2,0.0
dc_00131,"香港打卡景点🍅漫步铜锣湾可爱一日ᵕ̈
-
周末来香港铜锣湾逛街ᕑᗢᓫ
只有半天时间逛街就决定去恒隆商场旗下的Fashion Walk～
意外发现百德新街到食街全被巨型食物笑脸占领⌯>ᴗ o⌯.ᐟ.ᐟ
一些小小拍照tips：
🍋和「Chillax柠檬」瘫在沙滩椅举杯（眼睛会眨！）
🍔钻进「汉堡隧道」彩虹拱门玩错视（记得看移动眼球）
🍺在blingbling啤酒杯前碰杯拍闺蜜大片
🍅抓拍「番茄夹娃娃机」里躲猫猫的仔
🍾夜晚去香槟瓶旁拍霓虹光影开香槟
👟今天还买了一双adidas
鞋盒太大我放在百德新街了
友友们可以去get同款鞋盒🤣
PS：百德新街、记利佐治街、加宁街、京士顿街及食街全属于Fashion Walk范围，吃喝玩乐可以一次性在这里解决～
📍位置：铜锣湾港铁站E出口
@香港恒隆商场  #香港打卡 #铜锣湾citywalk #周末去哪儿  #香港citywalk   #香港旅行   #香港拍照   #香港一日游   #香港旅游   #香港旅行攻略   #香港   #香港免费拍照   #旅行日记 #畅游食佳",2,0.0
dc_00133,"别再说换人啦！！🎀露脸视频来了！🩵
#变装 #反差 #穿搭 #穿搭改造 #早春穿搭 #我的上班通勤穿搭",2,0.0
dc_00137,"🇭🇰20秒告诉你如何在香港免费寄存行李！！！
#香港#香港旅行#香港生活#香港旅游攻略 #行李寄存",2,0.0
dc_00138,"只要3步🔥学会了这辈子都不用拉腿了❗️❗️❗️
每次都被朋友拍的又矮，又过爆⁉️
分享三个技巧让你秒出片❗️
1️⃣让朋友手机对准胸口处
2️⃣微微内扣
3️⃣打开0.8倍广角，脚底贴边
        
#2024时髦存档 #男生穿搭 #拍摄技巧 #拍照技巧 #拍照 #拍照姿势 #拍照姿势不重样 #构图技巧 #来拍照了 #广州拍照",2,0.0
dc_00183,"🇭🇰一觉醒来人傻了 我就说我在上高四吧😅
好好好IC Training 这么学是吧😅
#香港理工大学 #polyu #summerterm #EEE #IC #易碎大学生 #暑假 #留子 #港留 #大脑一片空白",2,0.0
dc_00192,"🇨🇳🇦🇺记一次情侣吵架（以及如何用ai劝架
异国恋闹矛盾总是涵盖更多要素：语言能力的不对等，表达方式的不同…而不用母语吵架总让我在逻辑上矮了一截[石化R]（谁能吵得过理工白男啊我服了！）
 
以至于都躺床上了依然气不过，爬起来叭叭叭敲了五百字气话；第二天福至心灵，打开ChatGPT叭叭叭敲下凌乱无序的想法和困惑，结果真让它哄好了一大半。
晚上等海狸兄回到家，顺着他的道歉，严肃地、缓慢地说：我有话要讲，但是我认为用英语不能清晰地表达出来，所以我请ChatGPT辅助了一下。现在说给你听（见p9）…
 
真的有化吵架为成长[握手R]！
 
#原创漫画 #恋爱笔记 #小情侣日常 #异国恋情侣日常 #chatgpt #ai #原来跟对象得这么沟通 #吵架 #吵架技巧 #恋爱日记",2,0.0
dc_00200,"她妈说你看爸爸妈妈有了你多幸福啊你有了自己的孩子也会很幸福的，她爸说还是要有个孩子啊孩子就是核武器可以不用但是不能没有。
 
父母含情脉脉，她就愿意好好沟通。她先是耐心地解释不是不生只是她觉得现在还承担不起做妈妈的责任。她爸妈听不进去说她这个年纪就是当妈妈的生下来他们也会帮忙带的，她又说就算帮忙带但是谁也替代不了妈妈得等她做好准备再迎接一个新生命的到来，她爸妈说不用的生孩子要做什么准备孩子都是自带口粮来的。
 
牛头不对马嘴，她口干舌燥地说了一大堆，她爸妈就是车轱辘话绕来绕去。最后她也不想理了，往沙发上一靠面无表情地说：“没有子宫，就没有发言权。”
 
就是这句话让二老集体破防了。她们一家三口人，唯一的子宫长在她身上。她爸天生没有，她妈因为生病摘除了。
 
她爸仰天长啸说老天爷就不给男人子宫说明生孩子就不是男人该干的事。她妈痛心疾首地指责她违背天道有着子宫不生孩子长子宫干什么。她心如止水地反问我有子宫就要生孩子吗有子宫和生孩子到底有什么必然联系。
 
整个家里回荡着“子宫子宫子宫”的声音，她爸妈看起来已经想打人了， 她一瞅不对劲，带着她的子宫一路小跑地溜了。
 
#催生 #父母 #不是一家人不进一家门 #这谁能想到 #打工人 #女性 #朋友 #这辈子就这样了 #有时候真的很无助 #孤陋寡闻的我",2,0.0
dc_00211,"昨晚我被120拉走，今天却看到他留下的抓痕
他不会说话，却用最直接的方式表达对我的担忧和牵挂
谢谢你，我阴暗世界里的小太阳🔆
#被小狗爱着的证据 #金毛 #谢谢你我阴暗世界里的小太阳 #世界破破碎碎小狗缝缝补补 #世界没了小狗不能转 #毛孩子 #我爱狗狗 #宠物薯 #小狗治愈一切 #金毛狗狗 @宠物薯",2,0.0
dc_00225,"我朋友一家三口人只能找出来一个子宫
朋友爸妈今天催生走温情路线。
 
她妈说你看爸爸妈妈有了你多幸福啊你有了自己的孩子也会很幸福的，她爸说还是要有个孩子啊孩子就是核武器可以不用但是不能没有。
 
父母含情脉脉，她就愿意好好沟通。她先是耐心地解释不是不生只是她觉得现在还承担不起做妈妈的责任。她爸妈听不进去说她这个年纪就是当妈妈的生下来他们也会帮忙带的，她又说就算帮忙带但是谁也替代不了妈妈得等她做好准备再迎接一个新生命的到来，她爸妈说不用的生孩子要做什么准备孩子都是自带口粮来的。
 
牛头不对马嘴，她口干舌燥地说了一大堆，她爸妈就是车轱辘话绕来绕去。最后她也不想理了，往沙发上一靠面无表情地说：“没有子宫，就没有发言权。”
 
就是这句话让二老集体破防了。她们一家三口人，唯一的子宫长在她身上。她爸天生没有，她妈因为生病摘除了。
 
她爸仰天长啸说老天爷就不给男人子宫说明生孩子就不是男人该干的事。她妈痛心疾首地指责她违背天道有着子宫不生孩子长子宫干什么。她心如止水地反问我有子宫就要生孩子吗有子宫和生孩子到底有什么必然联系。
 
整个家里回荡着“子宫子宫子宫”的声音，她爸妈看起来已经想打人了， 她一瞅不对劲，带着她的子宫一路小跑地溜了。
 
#催生 #父母 #不是一家人不进一家门 #这谁能想到 #打工人 #女性 #朋友 #这辈子就这样了 #有时候真的很无助 #孤陋寡闻的我",2,0.0
dc_00228,"朋友说她一边考研一边申请国外的学校可行吗
当然可行了！
救命🆘
人怎么可以聪明到
一边准备考研，一边申请国外的学校
不要火烧眉毛大四了才把留学考研找工作写论文实习这些重要的事情都堆到一起去做
真的会超级无敌焦虑啊啊啊😭😭
我自己当时就是一边考研一边准备申请其实大部分事情交给zj之后也没什么需要费心的（遇到不靠谱的另说 仔细辨别）
之后就一心准备考研了
当然 意料之中的没有考上 又不想二战
所以拿到留学offer后就摆烂了 毕业前还去旅游了好几趟😜
心态顶顶好😁
现在还是很庆幸当时有给自己留一条退路
也感谢为我两手准备的爸妈否则很难想象我会有多bk... 🥹
考研信息差真的很重要啊啊啊~~
#留学规划 #留学文书 #双非留学 #考研人 #考研不是唯一的出路 #考研后留学 #南京留学 #北京留学 #考研 #留学",2,0.0
dc_00229,"拜托🙏🏻一觉醒来法学竟成了王牌专业
一觉醒来，法学专业成了王牌专业。😂这天你刚准备出门参加校招，还没意识到问题的严重性。你愁眉苦脸地打印完简历，看到专业那一栏“法学”两个字，心里直犯嘀咕：“法学专业找工作难不难？工资是不是只有3500？”想到这里，你叹了口气，把简历塞进包里，准备去校招现场碰碰运气。🥲
到了现场，各个公司摊位前都排起了长队，人山人海的。😬你挤到前面，仔细一看海报，每个岗位都写着：“法学专业优先。”你愣住了，这难道是幻觉？旁边一家世界500强公司的宣传人员热情地凑过来，问你是啥专业。你小声嘟囔：“法学。”对方眼睛瞬间瞪得像铜铃，一把抓住你的手，激动得语无伦次：“找到了！找到了！我们终于找到法学专业的学生了！”周围的同学都投来羡慕的目光，仿佛你成了全场的焦点。
面试官赶紧终止了正在进行的面试，一把抢过你的简历，看了一眼，惊呼：“天呐！你居然通过了司法考试！这太厉害了！”接着，他象征性地问了几个问题，比如：“你对‘法’字的理解是什么？”你随口答道：“‘法’字上面是个‘去’字，意思是让不合理的都‘去’掉。”面试官一听，连连点头：“太有道理了！”然后毫不犹豫地拍板：“欢迎加入我们公司！朝九晚五，月薪过万，各种补贴都有！”
你还没反应过来，面试官却误会你的表情是犹豫，连忙道歉：“是我们给的工资太低了，您觉得多少合适？”话还没说完，其他公司的面试官就像闻到香味的蜜蜂一样，蜂拥而上，把你团团围住，一个个热情得不得了：“加入我们吧！我们给你更多机会！”“我们公司福利最好，待遇最高！”你被围得水泄不通，差点喘不过气来。
最后，你实在没办法，只好勉为其难地挑选了一个月薪五万的工作。你走出校招厅，看到其他同学还在为一个岗位争得面红耳赤，而你却像一阵风一样飘走了。原来找工作这么容易，这要是早知道，我岂不是可以多睡一会儿？😎
#留学规划 #留学文书 #法学 #法学硕士 #大学专业 #法学考研 #法学留学 #法学留学日本 #就业方向 #南京留学",2,0.0
dc_00239,"可以看到眼睛啦！小伙伴们集合👀
是可以看到眼睛的奥克利😘😘#贝蓝星空贝灵顿 #贝灵顿 #适合小孩子养的狗狗 #是谁的眼神锁定我  #珍藏的宠物照 #青岛贝灵顿 #梗犬 #这狗长得羊里羊气的 #灵动的大眼睛 #谁曾经不是小可爱",2,0.0
dc_00240,"EEE学术蝗虫！出击PolyU ICON茶歇
hhhh开个玩笑，EEE year1茶会
与prof交流规划的好机会
当然SHTM的茶歇yyds！！
#polyu #香港理工大学 #EEE #唯港荟 #学术蝗虫 #茶歇 #hotelicon #港留 #学术会议",2,0.0
dc_00241,"🇭🇰一觉醒来人傻了 我就说我在上高四吧😅
好好好IC Training 这么学是吧😅
#香港理工大学 #polyu #summerterm #EEE #IC #易碎大学生 #暑假 #留子 #港留 #大脑一片空白",2,0.0
dc_00281,港大毕业进银行day1 14:30下班 4:33到家 还可以 培训了两周后今天第一天去网点 上海暴雨 今天人不多 184个号 站了一天大堂 就是站的有点累 目前压力0 跟大爷大妈唠嗑 #银行人的日常 #新人入职 #银行工作 #银行人精神状态 #金融民工 #初入职场的菜鸟 #打工日记 #上班第一天 #上海 #天蝎座,2,0.0
dc_00287,港硕到4月底结课出境预计会到140天左右，偶尔逃课，会影响留服认证吗,2,0.0
dc_00289,"🇭🇰iang失业后瞒住家里人努力揾工Day4
因为前司的各种原因，我被前司建议自己离职。之前因为我在已经过了试用期一个月的时候突然被通知延长试用期，所以七天内我突然要滚出公司。
在提出离职的第一天我就开始了疯狂投简历，预计已投出1000➕的简历。
离职后第二天参加一个小外资一个港资的医疗器械公司面试，目前已经拿到了小外资的offer和港资的二面，但是因为薪资我觉得比之前低➕直属上司很爹（包括但不限于面试打探我家里具体情况/嫌弃我有两个硕士学位学历太高/觉得我26岁很快要结婚/面试的时候一边喝咖啡一边面我很不尊重人），我拒了。我宁愿去麦当劳插薯条时薪50来赚钱给房租我也不会屈服于这种爹味上司。
还面试了一个生物补习机构和投递了麦当劳的part time，生物补习机构是上的ibdp的课程，对于参加的是中国高考的我其实没有太大优势，但希望他看在我专业十分对口的情况下录我让我赚点生活费
麦当劳的经理今天给我打电话了，但是也是因为我学历太高，她非常犹豫怕我做没几天就跑了，我也是反复解释我找工作时间线要拉很长没这么简单她才同意我明天去交资料
iang的第一份工作真的要谨慎，最好选择一些大企业，签permanent的合同。【避雷科学园初创！！！】哪怕背靠很多港校（我的就是港大的研究中心…）也不稳定，因为RA一般都是一年的合同，科学园公司每年一月到三月左右要renew考核，一旦出现问题就会直接把你开了…（除非你做一年之后就去其中某个老师那儿读博）
刚刚又收到一个面试通知，希望一且顺利，早日有钱赚有饭吃#失业日记 #不打工就没有饭吃 #裸辞的生活",2,0.0
dc_00294,"陆本港硕找工作好难…
低估了香港中资行gt的难度，先说一下博主的背景，内地211金融工程本科，港三stat硕，本科实习还算丰富，有大厂fintech，da，还有四大的实习，目前的情况是中资行mt\gt全挂了
	
现实远远比我想的残酷，最开始是投递了中银mt，笔试可能错了一道题？这个样子吧，笔试就挂了
	
随后投递的的建银亚洲，工行亚洲，兴业都挂了，而且都是简历挂…
	
内地银行投递了至少有个笔试吧，现在情况是这个背景连笔试都收不到，也和身边的同学讨论过，普遍感觉是纯陆本（不包括中外合办），学校如果达不到财贸211，中资行找工作难度会异常的。
	
有点心累了，想去内地互联网试试了，想留在香港的心也没那么强烈了。
	
#香港工作 #港漂 #港硕 #24fall",2,0.0
dc_00299,"感觉很悲哀 东亚家庭的幸福是圆了一辈的谎
裸辞买了机票去英国旅游，被我妈看到了，来问我。纠结了半天，骗我妈说是公司外派出差。不然她听到我在大环境不好的情况下裸辞，肯定觉得我不懂事任性。或者告诉她公司裁员了，她又要焦虑不安，每日一问地盘算着我下一步打算。
无法沟通和思想站位不一致可能是我们东亚家庭一辈子都跨不过去的坎，感觉很悲哀，真的。
#让人窒息的瞬间 #难绷的生活 #父母沟通 #东亚家庭 #难受",2,0.0
dc_00304,求问：24fall港硕选了10月底毕业，今年4月底结课到10月底这段时间可以在hk实习或者full time吗,2,0.0
dc_00312,"UMC简历秒挂
填了接受全国调任和两个月到岗实习，还是秒挂，是为什么嘞？
个人情况：985理学本，过六级
猜测不过原因：没有在校职务、实习经历
有没有相同情况的uu们说一下原因
#优衣库#春招#UMC #网申#简历",2,0.0
dc_00316,"🇭🇰港硕工作求助
求万能的xhs给点建议
中下211会计本➕polyu商科硕士，本科期间一段非四大审计实习➕两段财务实习（中厂和外企），北京人
内心有点想留港工作，但是没有拿永居的意愿，四大秋招只晚投了两个0offer，如果想留港工作有什么好的建议吗但是这两天看到iang签证的新政，感觉🇭🇰留给港硕的工作应该是不多了
还是直接选择10月毕业回家参加下一年秋招",2,0.0
dc_00336,"谢谢cotton on救命之恩
在香港穿玛丽珍鞋暴走2w步磨到脚流血，看到cotton on立马冲进去买了一双小红鞋，才100多港币，又好看又舒服 还买什么repetto。店员小姐姐说第二双半价，还有银色什么的都很好看，关键真的很好走！！最近来hk的uu们快去逛cotton on，衣服也都很好看关键真嘟便宜！
#cottonon #香港中环 #香港逛街 #香港购物 #小红鞋",2,0.0
dc_00340,"感谢Foodpanda 承包我的早餐🇭🇰
一看账户有好几张半价券下周到期还没有用，赶紧囤好接下来的早餐🤓
	
（其实还有几张没用，但是冰箱冷冻室的尺寸制止了我继续再下单的冲动）
	
#Foodpanda #香港 #猪柳蛋 #帕尼尼 #肯德基 #麦当劳 #冻门 #冻门永存 #快手早餐",2,0.0
dc_00351,"求助 副学士升学
一个是岭南政资Creative Media Industries
一个是浸会自资Media and Social Communication
不知道该怎么选，可以提供一点建议吗？
谢谢🙏",2,0.0
dc_00360,"女朋友上海土著 第一次去她家有啥合适礼物
女朋友上海土著
预算500
第一次去她家带
什么礼物合适 #送礼物   #送女友礼物  #第一次见家长   #见家长",2,0.0
dc_00390,"🇭🇰nonlocal asso升u
学业规划求建议[皱眉R][皱眉R][皱眉R]
	
我在🇭🇰读副学士asso year2，商科，cgpa3.8，雅思6.5。自己diy报的🇭🇰八大（除了edu还没报），lu忘记交费被退回了虽然本来也不想去读，poly lms前几个月面完试至今无消息，city bu无发面试通知📢也无消息。
所以现在手头上没有offer，想问问有没有什么路径，我可以去申请的。
我的情况还比较复杂和特殊，今年3月通过家人申请了香港永居，办证人员说大约要一年多才能办下来，（是去年才知道原来可以通过永居家人迁过来，以前不知道这个消息，请勿喷，我已经因为搞这个崩溃过好几次了）所以介于这个情况，我是否要重读呢asso呢？未来利用本地生身份申请u？（学费也会便宜一些）还是说先直接读u，四年制的中间改身份信息就好，两年制的读完🈸master。我不考虑去国外，因为目前的家庭经济情况不允许我去转海本，性价比比较低，我也没有能力去回本。
	
其实介于这个情况我还有转专业的念头，是否要重开？（我读商科其实还可以，但是感觉都很conceptual，没有什么实体操作感受，也不知道🇭🇰干物流的就业情况是怎样的？）不知道读edu的语言病理学是否有前景？亦或是转去读护士？还是有关科技的？（本来有想去做老师的想法但是看见新闻报道🇭🇰学生骤减，后面要殺校，感觉未来就业形势不是很友好，又看了看其他人发的帖子说做护理又特别辛苦，我本来身体就不是很好，比较瘦小，可能无法胜任这们工作）
欢迎大家给我点建议，谢谢你们[红色心形R]
 #香港副学士   #香港升学   #香港永居   #25fall   #香港本科",2,0.0
dc_00406,"成人礼就我们班最出片？
哈哈哈，手上拿的是道具，棠中是个很好的学校
 #成人礼   #毕业季   #定格的青春",2,0.0
dc_00410,"用慷慨的语气说
婆婆说怀上给5千，生出来再给5千 #婆婆和媳妇   #自己带娃还是婆婆带   #儿媳妇与婆婆   #让人惊讶的事情   #十年看婆十年看媳   #颠覆我的三观   #怀孕   #婆家和娘家   #生孩子   #生完孩子后",2,0.0
dc_00416,留学绩点只差0.08分怎么办[哭惹R]拿到了conoffer，但是毕业要求加权分差了0.08分，如果算数就够了，这种情况下可以argue嘛,2,0.0
dc_00417,"自我介绍
身高175
体重170（。。。。难怪大家都用kg表示，尴尬😓。不过之前减过30斤，只是现在没有动力）
年龄相约98
现住金堂县
大学本科电科，毕业之后穿了两年君装，然后考上了金堂的公务员。
恋爱，母单，智者不入爱河是一方面，小时候原生家庭也有影响（现在他们倒好了，只有我一个人受伤的世界达成了），没有吸引到我的女生。在感情方面大概比较被动，当然我喜欢的会很宠溺，就像哪怕是本漫画书我都十分敝帚自珍。
理科生，个人喜欢小聪明，所以喜欢聪明的女生，智慧的话聪明反而不重要。长相身高体重，都不那么重要，重要的是接触之后才能知道的三观之类。（当然谁都喜欢美女，但好看的皮囊千篇一律，有趣的灵魂万里挑一，好熟悉的广告词[狗子]）",2,0.0
dc_00418,"留学故事
在机场跟男友吻别哭的死去活来，谁能想到到美国三天就和接机的男学长同居了[偷笑R][偷笑R][偷笑R]",2,0.0
dc_00433,"你是什么时候意识到父母无法依靠的？
 #和父母住一起   #摆脱原生家庭的影响   #传统家庭观念   #摆脱原生家庭枷锁   #走出原生家庭",2,0.0
dc_00544,"收拾客厅的惊魂瞬间🤣🤣🤣
收拾客厅，沙发上突然看到一张形似纸币的碎纸片[暗中观察R]
拿起来看了看，5……0………0[石化R][石化R][石化R][石化R][石化R][石化R][石化R]
不敢相信，正反面摸了摸质感………是钱没错…………[石化R][石化R][石化R][石化R][石化R][石化R][石化R]
石化好几秒，开始找剩下的碎片[捂脸R]不知道香港管不管换破损纸币[暗中观察R]
	
 #惊魂一刻   #宝宝静悄悄必定在作妖",2,0.0
dc_00547,"快要饿死了室友还在写菜单
路边小馆，点菜的方式是自己把要吃的菜写在纸上给后厨。此人争着要写，却在写完菜名后仍涂涂画画。
片刻，将菜单交给菜馆的姨，姨看着下方的图案，不明就里，问看不懂这是什么呢？两位室友接过一看，大无语，让姨别理这个神经病。
吃到中途室友忍不住问：“你干嘛画个怪盗基德上去？”此人轻笑一声：“敬告后厨，我将要偷走这几道菜。”
#抽象 #怪盗基德 #饭搭子 #大学生",2,0.0
dc_00558,"游泳比赛时裤子破了怎么办
不要慌
摄影师在右边，裤子破在了左边
	
 #游泳运动员   #游泳比赛   #50米蝶泳冠军 
 #全国体育竞赛   #全国游泳城市系列赛   #深圳 
 #游泳社死现场   #竞技体育精神   #健将级操作",2,0.0
dc_00563,"出香港中文大学上学名额
#留学 #cuhk #hk #香港留学 #香港中文大学 谁来替我上学 我来替她休息🫰🏻🫰🏻 诚心免费出香港中文大学大二酒管所有课程🫰🏻🫰🏻",2,0.0
dc_00564,"凌晨两点 我在大学又死了一次
我以为跨过高考就是重生
却在那个暑假收到第二把匕首：
「恭喜进入自由世界」
后来才明白
自由的另一面是慢性绞刑
不知道经历过多少个这样的凌晨三点 我用三个屏幕同时追剧、刷课、补作业
也不知道是从什么时候起课是不用听的笔记是可以敷衍的 上课是可以戴耳机的
一天24小时都是可以玩游戏的
我好像成了小时候自己最讨厌的人
一边甘愿沉沦放纵一边被世俗要求裹挟而不停焦虑自责彻夜难眠
好吧我不想这样过了我开始和那些所谓优秀的人一样开始努力
又是某天深夜
我左手改着第9版大创申报书（校赛截止23:59）
右手机械回复实习主管「保证完成KPI」
电脑登录着雅思模考网站（上次6.5分，刷题费已欠花呗832元
而微信悬浮窗里 妈妈的消息正在凝固成冰「你表姐国考笔试第一」
他们说大学是救生艇
可我们这代人正溺毙在选择的海洋每个选项都像在说：「选错就去死」
怎么样才是正确的选择呢
那些杀死我的刀从来不是虚构的：
专业课89.3和90.1之间横亘的保研天堑
朋友圈里第8个晒出常春藤offer的同学
家族群里突然弹出的公务员喜报
我被塞进Excel表格里竞赛：学分绩点、竞赛奖项、实习时长
好像连呼吸都要用「核心竞争力指标」来兑换
但昨晚在垃圾站看见被遗弃的石膏像
突然想起十八岁那个撕掉分镜头本的自己
她眼睛亮着说「要当导演」
我按下关机键
把综测细则、招聘公告、排名对照表、工作OKR
全部拖进名为「世俗优秀」的回收站
前面十几年的时间总是在听别的人告诉你要做什么
要好好学习 要和同学老师搞好关系 要考个好大学 要选个好专业 要有高的绩点 要尽早经济独立 要比别的人优秀 要找个好对象 要向上社交
你从来没有认真想过 你是谁 你需要什么 你喜欢什么 你想要什么
｜做事情｜的主体是你 不是吗？
只有你才可以决定你要做什么你不做什么
如果顺应他人眼光换来的是我无尽的痛苦
那我什么时候才可以过我自己的人生呢
请你从现在开始
认真想想
你到底想要什么 想成为什么样的人 喜欢什么东西 你真正想做的到底是什么
把你破碎的灵魂碎片
一块块拼回最粗糙的原始模样
请你每天花一点时间
养大那个被你锁在童年里的自己#破碎的大学生 #大学生 #大学 #大学精神状态#",2,0.0
dc_00566,朋友圈发哪张显得衣品好！,2,0.0
dc_00571,"利用碎片化时间画一张解压小画，玉兰花开
每日一画day189
#零基础学画画 #蓝度每日一画 #解压小画 #玉兰花 #手绘 #每日画画打卡练习 #蓝度Landuu",2,0.0
