error_type,meaning,extraction_goal,term,target_docfreq,contrast_docfreq,target_rate,contrast_rate,precision_like,log_odds,score,suggested_target_label,suggested_frame,suggested_cue_type,suggested_use
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,深圳拍照来拍照,6,0,0.009,0.0,1.0,5.0166,17.1871,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,深圳拍照来拍照了,6,0,0.009,0.0,1.0,5.0166,17.1871,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,港旅行香港拍,6,0,0.009,0.0,1.0,5.0166,17.1871,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,港旅行香港拍照,6,0,0.009,0.0,1.0,5.0166,17.1871,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,澳门拍,6,0,0.009,0.0,1.0,5.0166,17.1871,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,澳门拍照,6,0,0.009,0.0,1.0,5.0166,17.1871,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,照了拍照姿势不重,6,0,0.009,0.0,1.0,5.0166,17.1871,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,照人,6,0,0.009,0.0,1.0,5.0166,17.1871,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,照太,6,0,0.009,0.0,1.0,5.0166,17.1871,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,照广角,6,0,0.009,0.0,1.0,5.0166,17.1871,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,照广角拍,6,0,0.009,0.0,1.0,5.0166,17.1871,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,照广角拍照,6,0,0.009,0.0,1.0,5.0166,17.1871,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,照最,6,0,0.009,0.0,1.0,5.0166,17.1871,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,照最好,6,0,0.009,0.0,1.0,5.0166,17.1871,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,照最好玩,6,0,0.009,0.0,1.0,5.0166,17.1871,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,照最好玩的,6,0,0.009,0.0,1.0,5.0166,17.1871,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,照最好玩的是,6,0,0.009,0.0,1.0,5.0166,17.1871,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,照最好玩的是即,6,0,0.009,0.0,1.0,5.0166,17.1871,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,照最好玩的是即兴,6,0,0.009,0.0,1.0,5.0166,17.1871,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,玩的是,6,0,0.009,0.0,1.0,5.0166,17.1871,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,玩的是即,6,0,0.009,0.0,1.0,5.0166,17.1871,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,玩的是即兴,6,0,0.009,0.0,1.0,5.0166,17.1871,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,玩的是即兴发,6,0,0.009,0.0,1.0,5.0166,17.1871,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,玩的是即兴发挥,6,0,0.009,0.0,1.0,5.0166,17.1871,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,班我的,6,0,0.009,0.0,1.0,5.0166,17.1871,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,生摄,6,0,0.009,0.0,1.0,5.0166,17.1871,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,生摄影,6,0,0.009,0.0,1.0,5.0166,17.1871,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,的拍照姿,6,0,0.009,0.0,1.0,5.0166,17.1871,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,的拍照姿势,6,0,0.009,0.0,1.0,5.0166,17.1871,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,的是即,6,0,0.009,0.0,1.0,5.0166,17.1871,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,的是即兴,6,0,0.009,0.0,1.0,5.0166,17.1871,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,的是即兴发,6,0,0.009,0.0,1.0,5.0166,17.1871,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,的是即兴发挥,6,0,0.009,0.0,1.0,5.0166,17.1871,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,离，我,6,0,0.009,0.0,1.0,5.0166,17.1871,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,站”,6,0,0.009,0.0,1.0,5.0166,17.1871,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,议工,6,0,0.009,0.0,1.0,5.0166,17.1871,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,议工作,6,0,0.009,0.0,1.0,5.0166,17.1871,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,议工作日,6,0,0.009,0.0,1.0,5.0166,17.1871,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,香港旅行香港拍,6,0,0.009,0.0,1.0,5.0166,17.1871,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,香港旅行香港拍照,6,0,0.009,0.0,1.0,5.0166,17.1871,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,！2️⃣*,6,0,0.009,0.0,1.0,5.0166,17.1871,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,！2️⃣**,6,0,0.009,0.0,1.0,5.0166,17.1871,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,！4️⃣*,6,0,0.009,0.0,1.0,5.0166,17.1871,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,！4️⃣**,6,0,0.009,0.0,1.0,5.0166,17.1871,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,！免费拍,6,0,0.009,0.0,1.0,5.0166,17.1871,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,，建议工,6,0,0.009,0.0,1.0,5.0166,17.1871,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,，建议工作,6,0,0.009,0.0,1.0,5.0166,17.1871,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,，建议工作日,6,0,0.009,0.0,1.0,5.0166,17.1871,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,～---,6,0,0.009,0.0,1.0,5.0166,17.1871,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,港旅行攻,9,1,0.0135,0.0001,0.9,4.3019,17.0152,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,港旅行攻略,9,1,0.0135,0.0001,0.9,4.3019,17.0152,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,照片拍照,9,1,0.0135,0.0001,0.9,4.3019,17.0152,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,香港旅行攻,9,1,0.0135,0.0001,0.9,4.3019,17.0152,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,香港旅行攻略,9,1,0.0135,0.0001,0.9,4.3019,17.0152,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,力的照,11,2,0.0165,0.0003,0.8462,3.9851,16.7963,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,力的照片,11,2,0.0165,0.0003,0.8462,3.9851,16.7963,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,儿深,12,3,0.018,0.0004,0.8,3.7334,15.8887,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,周末好,8,1,0.012,0.0001,0.8889,4.1892,15.5605,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,周末好去,8,1,0.012,0.0001,0.8889,4.1892,15.5605,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,周末好去处,8,1,0.012,0.0001,0.8889,4.1892,15.5605,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,圳周末去哪儿深,8,1,0.012,0.0001,0.8889,4.1892,15.5605,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,圳周末去哪儿深圳,8,1,0.012,0.0001,0.8889,4.1892,15.5605,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,圳周末好,8,1,0.012,0.0001,0.8889,4.1892,15.5605,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,圳周末好去,8,1,0.012,0.0001,0.8889,4.1892,15.5605,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,圳周末好去处,8,1,0.012,0.0001,0.8889,4.1892,15.5605,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,末好去,8,1,0.012,0.0001,0.8889,4.1892,15.5605,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,末好去处,8,1,0.012,0.0001,0.8889,4.1892,15.5605,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,深圳周末去哪儿深,8,1,0.012,0.0001,0.8889,4.1892,15.5605,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,深圳周末好,8,1,0.012,0.0001,0.8889,4.1892,15.5605,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,深圳周末好去,8,1,0.012,0.0001,0.8889,4.1892,15.5605,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,深圳周末好去处,8,1,0.012,0.0001,0.8889,4.1892,15.5605,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,！免,8,1,0.012,0.0001,0.8889,4.1892,15.5605,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,！免费,8,1,0.012,0.0001,0.8889,4.1892,15.5605,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,拍照圣,10,2,0.015,0.0003,0.8333,3.8926,15.5283,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,拍照圣地,10,2,0.015,0.0003,0.8333,3.8926,15.5283,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,照圣,10,2,0.015,0.0003,0.8333,3.8926,15.5283,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,照圣地,10,2,0.015,0.0003,0.8333,3.8926,15.5283,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,024时,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,024时髦,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,024时髦存,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,024时髦存档,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,024时髦存档男,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,2024时,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,2024时髦,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,2024时髦存,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,2024时髦存档,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,24时,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,24时髦,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,24时髦存,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,24时髦存档,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,24时髦存档男,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,24时髦存档男生,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,4时髦,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,4时髦存,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,4时髦存档,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,4时髦存档男,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,4时髦存档男生,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,4时髦存档男生穿,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,8在,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,“自己,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,。。。不,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,上宽,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,众拍,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,会指导,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,伤害我,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,作日早,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,作日早上,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,作日早上去,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,区拍照,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,又显,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,后投,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,商拍,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,图技巧来,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,图技巧来拍,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,图技巧来拍照,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,图技巧来拍照了,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,图拍,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,士尼玩,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
