target_label,frame,cue,cue_type,source_basis,rationale,weight_1_3,context_rule,count_UP,count_DOWN,count_NEUTRAL,empirical_label,empirical_share,merge_source,llm_docfreq,mean_confidence,example_post_ids
DOWN,social_control,家庭突发经济困难,domain_frame,LLM_train_extraction+XHS,描述家庭经济困境，暗示家庭环境对学生的限制和压力，支持DOWN标签,3,用于描述家庭或社会环境带来的压力或限制时使用,0,2,0,DOWN,1.0,train_llm,2,0.8,dc_03163|dc_04142
DOWN,social_control,建议工作日早上去,relational_marker,LLM_train_extraction+XHS,暗示游客被引导在特定时间访问，可能带来时间限制或压力,2,用于引导游客在非高峰时段，暗示限制,0,2,0,DOWN,1.0,train_llm,2,0.7,dc_00053|dc_03727
DOWN,social_control,当老板要求,relational_marker,LLM_train_extraction+XHS,暗示帖主被老板指示穿着，表现出被控制或受限的状态,3,用于描述被上级或他人强制或限制的情境,0,3,0,DOWN,1.0,train_llm,3,0.8,dc_00130|dc_03804|dc_03734
DOWN,social_control,快来学啊,relational_marker,LLM_train_extraction+XHS,暗示被动接受或被要求学习拍照姿势，体现被动或受控状态,3,用于鼓励学习或模仿，但在此语境中暗示被动接受,0,2,0,DOWN,1.0,train_llm,2,0.7,dc_00064|dc_03738
DOWN,social_control,把学校稚气带来社会了,relational_marker,LLM_train_extraction+XHS,表达实习生带有稚气，暗示其缺乏社会经验和自主性，体现被动和受限,3,描述实习生的状态或行为，暗示其受控或低能动性,0,2,0,DOWN,1.0,train_llm,2,0.8,dc_03503|dc_04482
DOWN,social_control,排队拍照大可不必hhh,domain_frame,LLM_train_extraction+XHS,表达排队的繁琐和不必要，暗示被限制或受控的状态,3,用于描述排队、等待等限制性场景时,0,2,0,DOWN,1.0,train_llm,2,0.8,dc_00257|dc_00267
DOWN,social_control,每天都会把昨晚做梦的内容告诉坂口,relational_marker,LLM_train_extraction+XHS,表达日常被控制或受限的状态，暗示自己在关系中缺乏自主,3,当描述被动或受控的行为时使用,0,2,0,DOWN,1.0,train_llm,2,0.7,dc_03121|dc_04100
DOWN,social_control,沒人能拒绝,relational_marker,LLM_train_extraction+XHS,“没人能拒绝”暗示他人对这面花墙的喜爱是被动接受，表现出一种被动或受控的状态，符合DOWN标签的被动、受限特征,3,用于表达无法抗拒或被动接受的场景，不能用在主动、强烈喜爱的语境中,0,2,0,DOWN,1.0,train_llm,2,0.85,dc_00088|dc_03762
DOWN,social_control,没有人能在这首bgm里打败香港,relational_marker,LLM_train_extraction+XHS,这句话暗示香港在某方面优越，帖主处于被动位置，强调香港的不可超越，体现被动和受控的状态,3,用于表达帖主或对象被动、受限、无法超越的情境,0,3,0,DOWN,1.0,train_llm,3,0.767,dc_00029|dc_00099|dc_03773
DOWN,social_control,照进现实,domain_frame,LLM_train_extraction+XHS,“照进现实”暗示理想与现实的差距，表现出一种无奈或受限的状态，符合DOWNWARD的被控制或受限的特征,3,在描述理想与现实差距时使用，不能用于表达积极成功的场景,0,2,0,DOWN,1.0,train_llm,2,0.7,dc_03036|dc_04015
DOWN,social_control,用一个纸箱就能在家拍,domain_frame,LLM_train_extraction+XHS,强调低成本、简易条件，暗示普通人资源有限或能力不足，符合DOWNWARD的控制和受限感,3,当描述极简条件或低成本，暗示受限或被控制的状态时使用,0,2,0,DOWN,1.0,train_llm,2,0.7,dc_00086|dc_03690
DOWN,social_control,穿过老旧的街市,domain_frame,LLM_train_extraction+XHS,描述街市老旧，暗示环境落后或受限，反映被动或受控状态，支持DOWN标签,3,描述环境或状态时，强调老旧、落后、受限制的场景,0,2,0,DOWN,1.0,train_llm,2,0.7,dc_00030|dc_03774
DOWN,social_control,觀塘美甲,domain_frame,LLM_train_extraction+XHS,类似地点列举，没有展现个人优势，反映被动或受限状态,2,仅列地点信息时，不能用来表达个人成功或优越,0,2,0,DOWN,1.0,train_llm,2,0.6,dc_03597|dc_04576
DOWN,social_control,还被围观了,relational_marker,LLM_train_extraction+XHS,描述被围观，暗示帖主在公共场合受到他人关注或控制，符合DOWN的控制感和被动感,3,在描述现场情况时，不能用来描述普通的拍照或娱乐场景,0,2,0,DOWN,1.0,train_llm,2,0.75,dc_03603|dc_04582
DOWN,social_control,香港美甲,domain_frame,LLM_train_extraction+XHS,仅列出地点，缺乏任何提升或优越感的表达，暗示被动接受环境,2,用于描述地点或服务时，不能暗示个人优势或成功,0,2,0,DOWN,1.0,train_llm,2,0.6,dc_03597|dc_04576
DOWN,social_disadvantage,牛马的一生,domain_frame,LLM_train_extraction+XHS,表达生活困顿和社会资源匮乏，支持DOWN标签,3,描述生活状态或社会阶层时使用，不能用于单纯描述个人努力,0,2,0,DOWN,1.0,train_llm,2,0.8,dc_03388|dc_04367
DOWN,social_discrimination,感觉hk对于 穿着的包容性真的挺低的,domain_frame,LLM_train_extraction+XHS,表达对香港社会对穿着包容度低的感受，体现社会环境的限制和排斥,3,描述社会环境对个人穿着的限制或偏见时使用,0,3,0,DOWN,1.0,train_llm,3,0.8,dc_00075|dc_00005|dc_03679
DOWN,social_discrimination,把你当异类上下打量,relational_marker,LLM_train_extraction+XHS,描述他人对帖主的歧视性行为，支持帖主感受到的排斥和不公平,3,当描述他人对自己负面评价或排斥行为时使用,0,4,0,DOWN,1.0,train_llm,4,0.8,dc_00075|dc_00005|dc_03679|dc_03749
DOWN,social_dominance,机制的留子：趁机溜了,domain_frame,LLM_train_extraction+XHS,表现出留子在被动情况下的逃避行为，暗示自己处于较低能动性或受控状态,3,描述逃避或被动行为时使用，不适用于主动或成功的场景,0,2,0,DOWN,1.0,train_llm,2,0.825,dc_00224|dc_00189
DOWN,social_reward,Kitty会主动和我合影，互动了超久，太幸福了！,social_reward,LLM_train_extraction+XHS,强调自己获得特殊待遇和长时间互动，体现优越感和被宠爱，支持DOWNWARD标签,3,描述互动场景，突出自己被特别认可和宠爱,0,2,0,DOWN,1.0,train_llm,2,0.8,dc_03594|dc_04573
DOWN,social_reward,大哥从兜里摸了一张一百美金塞给我们,social_reward,LLM_train_extraction+XHS,描述他人主动给予金钱，暗示被施舍或低能动性，符合DOWN标签的施舍场景,3,在描述他人主动给予帮助或金钱时使用，强调被动接受,0,2,0,DOWN,1.0,train_llm,2,0.85,dc_03025|dc_04004
DOWN,social_reward,工作人员都会叫你Kitty酱,social_reward,LLM_train_extraction+XHS,表现出帖主被工作人员频繁认可和宠爱，强化自己在互动中的优越感，符合DOWNWARD的被宠爱、被认可的特征,3,在描述互动和被认可的场景中使用，不能用于描述普通商品或无互动场景,0,2,0,DOWN,1.0,train_llm,2,0.8,dc_03594|dc_04573
DOWN,social_status_decline,教师的职业光环在不断下降,domain_frame,LLM_train_extraction+XHS,直接描述教师社会地位的下降，支持社会地位贬低的DOWN标签,3,用于描述社会对教师的整体评价或地位变化时使用,0,2,0,DOWN,1.0,train_llm,2,0.9,dc_03455|dc_04434
DOWN,status_comparison,叫啥住楼辅导员，名字起的真高级,relational_marker,LLM_train_extraction+XHS,暗示职位名称的“高级”是虚假的或被讽刺，反映身份或职位的低价值，支持DOWN标签,3,用以反讽职位名称的虚高或不实,0,2,0,DOWN,1.0,train_llm,2,0.8,dc_02986|dc_03965
DOWN,status_comparison,宿管就宿管,relational_marker,LLM_train_extraction+XHS,用‘宿管就宿管’表达对宿管职位的轻视或贬低，体现身份低下，支持DOWN标签,3,用于表达对某职位或身份的贬低时使用,0,2,0,DOWN,1.0,train_llm,2,0.8,dc_02986|dc_03965
DOWN,status_decline,无限期暂停拍摄,domain_frame,LLM_train_extraction+XHS,直接描述剧集暂停，反映项目状态的下滑，支持DOWN标签,3,用于描述项目或状态的持续下滑或暂停时使用,0,2,0,DOWN,1.0,train_llm,2,0.85,dc_03157|dc_04136
DOWN,student_overload,作业语文一般都是三到五页题,domain_frame,LLM_train_extraction+XHS,具体作业量大，体现学习负担沉重，支持DOWN标签,3,描述作业量时，强调压力和疲惫的场景,0,2,0,DOWN,1.0,train_llm,2,0.8,dc_02288|dc_04267
DOWN,student_overload,每天早上七点就要到校,domain_frame,LLM_train_extraction+XHS,描述学生每天早起、长时间学习，反映学习压力大，支持DOWN标签,3,用于描述学生日常学习安排，强调压力和疲惫时使用,0,2,0,DOWN,1.0,train_llm,2,0.8,dc_02288|dc_04267
DOWN,trauma_or_past_burden,这是之前被逼成啥样了呀,relational_marker,LLM_train_extraction+XHS,暗示之前经历的压力或痛苦，体现负面转述和受限状态，支持DOWN标签,2,描述过去的压力或负面经历时使用,0,2,0,DOWN,1.0,train_llm,2,0.75,dc_03500|dc_04479
DOWN,travel_conditions,交通混乱到窒息,domain_frame,LLM_train_extraction+XHS,描述交通状况极差，体现环境恶劣，支持帖子呈现为较差的旅行体验,3,用于描述环境或基础设施差的场景，不应用于正面评价,0,2,0,DOWN,1.0,train_llm,2,0.8,dc_03067|dc_04046
DOWN,travel_conditions,壁纸里透着霉斑,domain_frame,LLM_train_extraction+XHS,具体描述环境卫生差，支持负面评价,3,描述环境卫生或基础设施差时使用,0,2,0,DOWN,1.0,train_llm,2,0.8,dc_03067|dc_04046
DOWN,travel_conditions,空气里都是霉味攻击,domain_frame,LLM_train_extraction+XHS,空气潮湿发霉，环境恶劣，体现旅行体验不佳,3,描述环境恶劣时使用，不适用于中性或正面描述,0,2,0,DOWN,1.0,train_llm,2,0.8,dc_03067|dc_04046
DOWN,trust_breach,找工作能不能多一點信任,relational_marker,LLM_train_extraction+XHS,表达对招聘过程缺乏信任，暗示被欺骗或不可靠,3,在描述招聘陷阱或不可信的情况下使用,0,2,0,DOWN,1.0,train_llm,2,0.8,dc_00319|dc_00430
DOWN,victimization,我没惹你们任何人,relational_marker,LLM_train_extraction+XHS,强调自己无辜，暗示被误解或不公，符合DOWN的受害感,3,用于表达自己无辜、被误解或受害的情境,0,2,0,DOWN,1.0,train_llm,2,0.8,dc_03463|dc_04442
DOWN,victimization,我真的不理解,relational_marker,LLM_train_extraction+XHS,表达自己受伤害或被不公对待的情绪，支持DOWN标签,3,当表达无助、被伤害或不公时使用，不应用于表达普通情绪或无关情绪,0,2,0,DOWN,1.0,train_llm,2,0.8,dc_03463|dc_04442
DOWN,victimization,用换汇骗了同事170万美金,domain_frame,LLM_train_extraction+XHS,描述受害者被欺骗，体现受害者的被动和受害状态，支持DOWN标签,3,在描述受害事件时，强调受害者的受害状态，不应用于描述正常交易或合法行为,0,2,0,DOWN,1.0,train_llm,2,0.8,dc_03125|dc_04104
DOWN,victimization,被宰的事,relational_marker,LLM_train_extraction+XHS,直接描述自己在出租车被骗，体现受害状态，支持DOWN标签,3,描述自己受骗或受害时使用，避免泛指所有不良体验,0,2,0,DOWN,1.0,train_llm,2,0.8,dc_03627|dc_04606
DOWN,victimization,被离岸流卷走了,relational_marker,LLM_train_extraction+XHS,描述自己目睹他人遇难，强调受害状态，支持DOWN标签,3,描述他人遭遇危险或受害时使用,0,2,0,DOWN,1.0,train_llm,2,0.8,dc_03130|dc_04109
DOWN,work_pressure,加班到10点多成常态了,domain_frame,LLM_train_extraction+XHS,描述加班频繁，反映工作压力大，支持帖子呈现的低能动性和受控状态，符合DOWN标签,3,用于描述工作环境或生活状态的频繁加班或压力时,0,2,0,DOWN,1.0,train_llm,2,0.8,dc_02659|dc_03848
DOWN,work_pressure,工作压力过大,domain_frame,LLM_train_extraction+XHS,直接描述日本人因工作压力过大，体现出被压迫、受限的状态，支持DOWN标签,3,描述工作压力或相关负面影响时使用，不应用于正面或中性描述,0,2,0,DOWN,1.0,train_llm,2,0.8,dc_02925|dc_03904
DOWN,work_pressure,老师是我干过所有工作里最累的,domain_frame,LLM_train_extraction+XHS,直接表达工作繁重和疲惫，支持职业压力大、令人疲惫的DOWN标签,3,描述工作状态时，强调疲惫、繁重、压力大，不能用来描述普通工作或中性信息,0,2,0,DOWN,1.0,train_llm,2,0.8,dc_02917|dc_03896
DOWN,work_pressure_and_injustice,猿辅导员工加班猝死,domain_frame,LLM_train_extraction+XHS,直接描述员工猝死事件，暗示工作环境恶劣，体现被压榨或受害的状态，支持DOWN标签,3,描述极端事件或负面工作环境时使用,0,2,0,DOWN,1.0,train_llm,2,0.8,dc_03202|dc_04181
DOWN,work_stress,在公司内耗,domain_frame,LLM_train_extraction+XHS,描述职场内耗，反映工作环境压力和负面情绪，支持DOWN标签,3,用于描述职场压力或内耗，不适用于积极工作场景,0,2,0,DOWN,1.0,train_llm,2,0.8,dc_02918|dc_03897
DOWN,workplace_discrimination,连个母婴室都没有,domain_frame,LLM_train_extraction+XHS,表达工作场所缺乏基本支持，暗示工作环境不友好，支持DOWN标签,3,用于描述工作场所缺乏支持或存在不公平待遇时,0,2,0,DOWN,1.0,train_llm,2,0.8,dc_03029|dc_04008
DOWN,低标准/低门槛,把标准降那么低,domain_frame,LLM_train_extraction+XHS,暗示环境或条件变差，自己处于较低位置,3,描述某个环境变差或竞争变激烈，自己处于劣势,0,2,0,DOWN,1.0,train_llm,2,0.75,dc_03058|dc_04037
DOWN,受限与无助,崩溃了,affect_supporting,LLM_train_extraction+XHS,表达情绪崩溃，反映出无助和低能动性，支持DOWN标签,2,表达极端负面情绪时使用,0,2,0,DOWN,1.0,train_llm,2,0.7,dc_03630|dc_04609
DOWN,被控制或受限,地铁里很多歪果仁,relational_marker,LLM_train_extraction+XHS,暗示帖主在公共场合中被动观察外国人，表现出被动或受限的状态，符合DOWNward的被控制或受限的框架,3,描述场景或状态时，强调被动或受限制的情境，不应用于描述积极或中立的场景,0,2,0,DOWN,1.0,train_llm,2,0.9,dc_02639|dc_03828
NEUTRAL,affect_supporting,也太可爱了吧,affect_supporting,LLM_train_extraction+XHS,表达对鸟的喜爱和可爱，属于情感色彩，但没有明显的上下或下位立场，偏中性,2,用于表达情感，但不涉及比较或立场偏向,0,0,2,NEUTRAL,1.0,train_llm,2,0.7,nc_03630|nc_04469
NEUTRAL,affect_supporting,我这狗屎般的笑点,affect_supporting,LLM_train_extraction+XHS,表达自嘲或调侃，强调个人情绪，没有明显的相对立场,2,用于表达个人情绪或调侃时，不应推断为UP或DOWN,0,0,2,NEUTRAL,1.0,train_llm,2,0.7,nc_03540|nc_04349
NEUTRAL,affect_supporting,无忧无虑的步伐让人太羡慕了,affect_supporting,LLM_train_extraction+XHS,表达对乌龟悠闲状态的羡慕，情感色彩支持中性描述，没有明显的上下立场,2,用于表达情感，但不涉及对比或价值判断,0,0,2,NEUTRAL,1.0,train_llm,2,0.7,nc_03547|nc_04356
NEUTRAL,age_appreciation,觉得21岁是一个很美的年龄,domain_frame,LLM_train_extraction+XHS,表达对21岁的喜爱和认可，没有明显的上下关系或冲突，属于中性描述,3,用于表达对某个年龄段的正面评价时使用,0,0,2,NEUTRAL,1.0,train_llm,2,0.85,nc_03064|nc_03874
NEUTRAL,business_strategy,朴实无华的商战,domain_frame,LLM_train_extraction+XHS,描述商战的词汇，强调朴实无华，属于信息描述，没有明显的相对立场，支持中性标签,3,用于描述行业或策略时，不带有明显的优劣或情感色彩,0,0,2,NEUTRAL,1.0,train_llm,2,0.8,nc_03168|nc_03978
NEUTRAL,city_development,深圳都发展成这样了吗,domain_frame,LLM_train_extraction+XHS,表达对城市发展的感叹，属于客观描述，没有明显的相对立场,3,用于表达城市或地区的现状，不涉及个人立场或相对优劣,0,0,2,NEUTRAL,1.0,train_llm,2,0.8,nc_03755|nc_04594
NEUTRAL,cultural_difference,外国同学震惊,domain_frame,LLM_train_extraction+XHS,体现文化差异，强调不同背景的观察与理解，属于中立的文化观察,2,描述文化差异或新奇体验，不带价值判断,0,0,2,NEUTRAL,1.0,train_llm,2,0.75,nc_03156|nc_03143
NEUTRAL,cultural_identity,山西人,domain_frame,LLM_train_extraction+XHS,直接提及地域文化，强调地方特色，属于中性描述，不带明显UP或DOWN倾向,3,用于描述地方文化或特色时使用，不带情感色彩,0,0,2,NEUTRAL,1.0,train_llm,2,0.9,nc_03134|nc_03944
NEUTRAL,description_of_sensation,感到隐隐的恶心,domain_frame,LLM_train_extraction+XHS,描述身体感受，属于客观描述，没有表达偏向或立场,3,用于描述身体或感官体验时，保持中立,0,0,2,NEUTRAL,1.0,train_llm,2,0.8,nc_02405|nc_04215
NEUTRAL,domain_information,山间小溪流,domain_frame,LLM_train_extraction+XHS,描述自然环境，属于信息性内容，没有明显的比较或立场倾向,3,用于描述场景或环境时，不应带有立场色彩,0,0,2,NEUTRAL,1.0,train_llm,2,0.8,nc_03679|nc_04518
NEUTRAL,domain_information,明星资讯,domain_frame,LLM_train_extraction+XHS,作为标签，表明内容为明星相关信息，属于中性信息,1,在新闻或信息介绍中使用，不带情感色彩,0,0,2,NEUTRAL,1.0,train_llm,2,0.7,nc_03399|nc_04209
NEUTRAL,domain_information,腿长一米八,domain_frame,LLM_train_extraction+XHS,具体数值描述明星腿长，属于客观事实信息，未表达情感或立场,2,用于描述身材数据时，保持中立,0,0,2,NEUTRAL,1.0,train_llm,2,0.8,nc_03399|nc_04209
NEUTRAL,domain_information,身材比例,domain_frame,LLM_train_extraction+XHS,描述明星的身材比例，属于客观信息，没有明显的情感倾向,2,用于描述明星身材时，避免带有情感色彩或比较,0,0,2,NEUTRAL,1.0,train_llm,2,0.8,nc_03399|nc_04209
NEUTRAL,emotion_expression,一个字：爽 ！,affect_supporting,LLM_train_extraction+XHS,表达个人情感，强调心情愉快，没有明显的相对立场,2,用于表达情绪时，不涉及比较或价值判断,0,0,2,NEUTRAL,1.0,train_llm,2,0.65,nc_03346|nc_04156
NEUTRAL,emotion_expression,人的嫉妒心比你想象中的还要可怕,affect_supporting,LLM_train_extraction+XHS,描述嫉妒心的情感状态，属于情感表达，没有明显的上下或下立场,2,用于表达情感时，不应暗示个人立场或相对关系,0,0,2,NEUTRAL,1.0,train_llm,2,0.75,nc_02379|nc_03459
NEUTRAL,emotion_expression,哈哈哈哈,affect_supporting,LLM_train_extraction+XHS,表达轻松或调侃的情绪，支持中立标签，不涉及立场偏向,2,用于表达情绪或语气，不作为立场判断依据,0,0,2,NEUTRAL,1.0,train_llm,2,0.8,nc_03187|nc_03997
NEUTRAL,emotion_expression,很命苦了,affect_supporting,LLM_train_extraction+XHS,表达一种感叹或无奈的情感，没有明显的上下或下位立场，属于中性情感表达,2,用于表达情感但不涉及比较或立场时使用,0,0,2,NEUTRAL,1.0,train_llm,2,0.7,nc_03686|nc_04525
NEUTRAL,emotional_closure,和你好好道个别,neutralizer_frame,LLM_train_extraction+XHS,表达结束或告别的情感，没有明显的比较或资源、地位暗示，属于中立情感表达,3,用于表达情感结束或遗憾时，不应被用作UP或DOWN线索,0,0,2,NEUTRAL,1.0,train_llm,2,0.775,nc_03572|nc_04381
NEUTRAL,family_affection,妈妈爱你,relational_marker,LLM_train_extraction+XHS,表达家庭成员之间的情感，没有明显的相对立场或比较，属于中性情感表达,3,仅在表达家庭关系或情感时使用，不涉及比较或价值判断,0,0,2,NEUTRAL,1.0,train_llm,2,0.9,nc_03658|nc_04497
NEUTRAL,hashtag_list,#看看你家毛孩子 #养宠 #只有养宠人才懂的痛 #长毛 #铲屎官 #蓝眼睛猫咪 #养猫 #百思不得其解,domain_frame,LLM_train_extraction+XHS,标签列举宠物相关内容，属于信息或标签，没有表达立场,3,作为标签或话题标签出现，不用于表达情感偏向,0,0,2,NEUTRAL,1.0,train_llm,2,0.8,nc_03595|nc_04434
NEUTRAL,hashtag_tags,#大学生 #在校大学生#当代大学生,domain_frame,LLM_train_extraction+XHS,标签仅描述身份，没有表达立场或比较，属于中性标签,2,标签用于描述或分类，不影响立场判断,0,0,2,NEUTRAL,1.0,train_llm,2,0.75,nc_03616|nc_04455
NEUTRAL,hashtag_tags,#奇妙的动物 #宠物,domain_frame,LLM_train_extraction+XHS,标签仅作为内容分类，没有表达立场或价值判断,2,用于内容标签或话题标记时使用,0,0,2,NEUTRAL,1.0,train_llm,2,0.7,nc_03664|nc_04503
NEUTRAL,hashtag_usage,#鸟 #鸟类 #小鸟 #鸟鸟教 #爱护鸟类人人有责,domain_frame,LLM_train_extraction+XHS,标签用于话题归类，表达中立的主题，没有偏向性,2,作为话题标签出现时，不应带有偏向,0,0,2,NEUTRAL,1.0,train_llm,2,0.7,nc_03641|nc_04480
NEUTRAL,information_broadcast,发生什么事,domain_frame,LLM_train_extraction+XHS,这是一个询问事件的短语，属于信息传播类内容，没有明显的相对立立场，支持中性标签。,3,用于描述事件或新闻，避免带有情感色彩或立场偏向。,0,0,2,NEUTRAL,1.0,train_llm,2,0.8,nc_03160|nc_03970
NEUTRAL,information_comparison,深圳：月入8000 剩500,domain_frame,LLM_train_extraction+XHS,提供具体收入数据，属于信息型内容，没有明显的立场偏向,3,用于纯信息展示或比较，不带情感色彩或立场偏向时适用,0,0,2,NEUTRAL,1.0,train_llm,2,0.8,nc_02112|nc_02935
NEUTRAL,information_comparison,香港：月入20k 剩3000笑呵呵,domain_frame,LLM_train_extraction+XHS,提供具体收入数据，属于信息型内容，没有明显的立场偏向,3,用于纯信息展示或比较，不带情感色彩或立场偏向时适用,0,0,2,NEUTRAL,1.0,train_llm,2,0.8,nc_02112|nc_02935
NEUTRAL,information_disclosure,品牌方，是不是都在起草索赔文件了,domain_frame,LLM_train_extraction+XHS,这句话是关于品牌方和索赔文件的事实陈述，没有明显的比较或情感倾向，属于信息披露。,3,用于描述事实或事件的陈述，不带有情感色彩或立场偏向。,0,0,2,NEUTRAL,1.0,train_llm,2,0.85,nc_03268|nc_04078
NEUTRAL,information_disclosure,经济公司已经出来回应说“没有交往关系”,domain_frame,LLM_train_extraction+XHS,这是对事件的官方回应，属于中立的事实陈述，没有情感色彩。,3,用于报道官方声明或事实，不引导读者情感倾向。,0,0,2,NEUTRAL,1.0,train_llm,2,0.85,nc_03268|nc_04078
NEUTRAL,information_oriented,到底哪个是正确姿势？,domain_frame,LLM_train_extraction+XHS,提出疑问，表达对不同姿势的好奇，没有明显的立场偏向,3,用于提出问题或描述现象时，不带立场或比较,0,0,2,NEUTRAL,1.0,train_llm,2,0.8,nc_03779|nc_04618
NEUTRAL,information_presentation,岗位亮点,domain_frame,LLM_train_extraction+XHS,介绍岗位亮点，属于正面信息，但不涉及相对优劣或比较,2,用于突出岗位优势时，保持客观中立,0,0,2,NEUTRAL,1.0,train_llm,2,0.7,nc_00236|nc_00326
NEUTRAL,information_presentation,岗位职责,domain_frame,LLM_train_extraction+XHS,描述岗位职责，属于信息介绍，没有明显的UP或DOWN倾向,3,用于介绍岗位内容时，不应带有主观评价或比较,0,0,2,NEUTRAL,1.0,train_llm,2,0.8,nc_00236|nc_00326
NEUTRAL,information_presentation,岗位要求,domain_frame,LLM_train_extraction+XHS,列出岗位要求，属于客观信息，没有体现相对优劣,3,用于岗位描述，不应引入主观立场,0,0,2,NEUTRAL,1.0,train_llm,2,0.8,nc_00236|nc_00326
NEUTRAL,information_presentation,酒店设施齐全,domain_frame,LLM_train_extraction+XHS,描述酒店的基础设施，没有涉及个人评价或相对立场，属于信息型描述,3,用于介绍或描述场所、产品的基本情况，不带有主观色彩,0,0,2,NEUTRAL,1.0,train_llm,2,0.85,nc_00120|nc_03842
NEUTRAL,information_promotion,一站式打包所有夏日美好,domain_frame,LLM_train_extraction+XHS,强调便利和美好体验，属于信息传递，没有明显的上下关系,3,用于推广或介绍场所、活动，避免情感倾向,0,0,2,NEUTRAL,1.0,train_llm,2,0.8,nc_03677|nc_04516
NEUTRAL,information_promotion,打包夏日阳光微风,domain_frame,LLM_train_extraction+XHS,描述景点的夏日氛围，传递旅游信息，没有明显的上下关系或情感倾向,3,用于介绍景点或活动时，避免暗示优劣或情感色彩,0,0,2,NEUTRAL,1.0,train_llm,2,0.8,nc_03677|nc_04516
NEUTRAL,information_query,不是，我写成月半猫都不好使，月半cat过了,domain_frame,LLM_train_extraction+XHS,描述个人尝试，表达个人经验，没有明显的优劣或立场偏向,3,用于表达个人尝试或经验，不带立场色彩,0,0,2,NEUTRAL,1.0,train_llm,2,0.8,nc_03248|nc_04058
NEUTRAL,information_query,胖猫是美团敏感词吗,domain_frame,LLM_train_extraction+XHS,这是一个关于敏感词的询问，属于信息查询，没有表现出UP或DOWN的相对立场,3,用于提出疑问或寻求信息时，不应带有立场色彩,0,0,2,NEUTRAL,1.0,train_llm,2,0.8,nc_03248|nc_04058
NEUTRAL,information_request,万一地震了,domain_frame,LLM_train_extraction+XHS,表达对地震情况下货物安全的疑问，属于信息请求，没有明显偏向任何立场,3,用于提出疑问或请求信息时，通常不带偏向性,0,0,2,NEUTRAL,1.0,train_llm,2,0.8,nc_03417|nc_04227
NEUTRAL,information_request,不懂就问,relational_marker,LLM_train_extraction+XHS,表达提问和寻求帮助，属于中立信息请求，没有明显偏向UP或DOWN,3,用于表达疑问或请求帮助时，适用此cue,0,0,2,NEUTRAL,1.0,train_llm,2,0.85,nc_02712|nc_02688
NEUTRAL,information_request,怎么办,domain_frame,LLM_train_extraction+XHS,表达对解决方案的需求，没有明显的比较或情感倾向，属于信息请求，符合中性标签,3,用于提出问题或寻求建议的场景,0,0,2,NEUTRAL,1.0,train_llm,2,0.8,nc_03078|nc_03241
NEUTRAL,information_request,求助,domain_frame,LLM_train_extraction+XHS,表达请求帮助，属于中立的信息交流，没有明显的上下关系暗示,3,用于表达寻求帮助或信息的场景，不带有情感色彩或立场偏向,0,0,2,NEUTRAL,1.0,train_llm,2,0.8,nc_00175|nc_04147
NEUTRAL,information_request,这个菜单名称的中文正确吗,domain_frame,LLM_train_extraction+XHS,帖子内容是询问菜单名称的中文是否正确，属于信息确认，没有明显的UP或DOWN倾向。,3,用于表达疑问或请求确认信息的场景。,0,0,2,NEUTRAL,1.0,train_llm,2,0.9,nc_03194|nc_04004
NEUTRAL,information_request,这是个什么字啊,domain_frame,LLM_train_extraction+XHS,表达对字的疑问，属于信息请求，没有明显的相对立场或情感倾向，符合中性标签,3,用于询问或请求信息时，不能带有明显的情感色彩或立场偏向,0,0,2,NEUTRAL,1.0,train_llm,2,0.85,nc_03784|nc_04623
NEUTRAL,information_sharing,#一键查询留学生精神状态,domain_frame,LLM_train_extraction+XHS,描述一种工具或功能，属于信息分享，没有明显的相对立场,3,用于介绍功能或工具时，不应带有UP或DOWN倾向,0,0,2,NEUTRAL,1.0,train_llm,2,0.8,nc_03540|nc_04349
NEUTRAL,information_sharing,#东京迪士尼,domain_frame,LLM_train_extraction+XHS,标签为信息分享，帖子仅提及地点，没有表达个人立场或比较,3,用于纯粹介绍或推荐地点、产品、事件时,0,0,2,NEUTRAL,1.0,train_llm,2,0.8,nc_00074|nc_03796
NEUTRAL,information_sharing,#搞笑,domain_frame,LLM_train_extraction+XHS,标签为搞笑，表明内容偏娱乐，没有明显的相对立场,3,用于表达娱乐、轻松氛围时，不应带有UP或DOWN倾向,0,0,2,NEUTRAL,1.0,train_llm,2,0.8,nc_03540|nc_04349
NEUTRAL,information_sharing,#钢琴简谱,domain_frame,LLM_train_extraction+XHS,标签为钢琴简谱，属于信息或资源分享，没有表达个人立场或偏向,3,用于描述资源、教程、信息的帖子，不涉及个人评价或比较,0,0,2,NEUTRAL,1.0,train_llm,2,0.8,nc_03475|nc_04284
NEUTRAL,information_sharing,一句話證明你是香港某大學的,domain_frame,LLM_train_extraction+XHS,这句话是用来表达身份信息，属于信息分享，没有明显的UP或DOWN倾向,3,仅用于描述身份或事实，不涉及价值判断或相对立场,0,0,2,NEUTRAL,1.0,train_llm,2,0.8,nc_01683|nc_02528
NEUTRAL,information_sharing,一觉醒来,domain_frame,LLM_train_extraction+XHS,描述事件发生的时间，属于信息描述，没有明显偏向,2,用于描述事实或事件，不带主观评价,0,0,2,NEUTRAL,1.0,train_llm,2,0.75,nc_03238|nc_04048
