target_label,frame,cue,cue_type,source_basis,rationale,weight_1_3,context_rule,count_UP,count_DOWN,count_NEUTRAL,empirical_label,empirical_share
DOWN,family_oppression_low_support,逃离家庭,domain_frame,LIWC family+XHS,家庭压迫/低支持把帖主放在受限和低资源位置，容易触发下行比较或同情。,3,若只是家庭日常记录且无受害/压迫，不自动 DOWN。,0,1,0,DOWN,1.0
DOWN,family_oppression_low_support,道德绑架,domain_frame,LIWC family+XHS,家庭压迫/低支持把帖主放在受限和低资源位置，容易触发下行比较或同情。,3,若只是家庭日常记录且无受害/压迫，不自动 DOWN。,0,9,1,DOWN,0.9
DOWN,family_oppression_low_support,重男轻女,domain_frame,LIWC family+XHS,家庭压迫/低支持把帖主放在受限和低资源位置，容易触发下行比较或同情。,3,若只是家庭日常记录且无受害/压迫，不自动 DOWN。,0,10,0,DOWN,1.0
DOWN,low_agency_constraint,不得不,relational_state,INCOM self-position+XHS,低能动性不是情绪词本身，而是把 self/poster 放在受限位置的关系线索。,3,与教程问答共现时需区分真实困境和普通求推荐。,36,22,18,UP,0.474
DOWN,low_agency_constraint,不敢,relational_state,INCOM self-position+XHS,低能动性不是情绪词本身，而是把 self/poster 放在受限位置的关系线索。,3,与教程问答共现时需区分真实困境和普通求推荐。,72,133,70,DOWN,0.484
DOWN,low_agency_constraint,不配,relational_state,INCOM self-position+XHS,低能动性不是情绪词本身，而是把 self/poster 放在受限位置的关系线索。,3,与教程问答共现时需区分真实困境和普通求推荐。,1,17,6,DOWN,0.708
DOWN,low_agency_constraint,只能,relational_state,INCOM self-position+XHS,低能动性不是情绪词本身，而是把 self/poster 放在受限位置的关系线索。,3,与教程问答共现时需区分真实困境和普通求推荐。,98,188,69,DOWN,0.53
DOWN,low_agency_constraint,困住,relational_state,INCOM self-position+XHS,低能动性不是情绪词本身，而是把 self/poster 放在受限位置的关系线索。,3,与教程问答共现时需区分真实困境和普通求推荐。,1,6,1,DOWN,0.75
DOWN,low_agency_constraint,崩溃,relational_state,INCOM self-position+XHS,低能动性不是情绪词本身，而是把 self/poster 放在受限位置的关系线索。,3,与教程问答共现时需区分真实困境和普通求推荐。,29,122,19,DOWN,0.718
DOWN,low_agency_constraint,怎么办,relational_state,INCOM self-position+XHS,低能动性不是情绪词本身，而是把 self/poster 放在受限位置的关系线索。,3,与教程问答共现时需区分真实困境和普通求推荐。,46,269,73,DOWN,0.693
DOWN,low_agency_constraint,摆烂,relational_state,INCOM self-position+XHS,低能动性不是情绪词本身，而是把 self/poster 放在受限位置的关系线索。,3,与教程问答共现时需区分真实困境和普通求推荐。,15,31,14,DOWN,0.517
DOWN,low_agency_constraint,撑不住,relational_state,INCOM self-position+XHS,低能动性不是情绪词本身，而是把 self/poster 放在受限位置的关系线索。,3,与教程问答共现时需区分真实困境和普通求推荐。,3,2,0,UP,0.6
DOWN,low_agency_constraint,救命,relational_state,INCOM self-position+XHS,低能动性不是情绪词本身，而是把 self/poster 放在受限位置的关系线索。,3,与教程问答共现时需区分真实困境和普通求推荐。,11,17,15,DOWN,0.395
DOWN,low_agency_constraint,无力,relational_state,INCOM self-position+XHS,低能动性不是情绪词本身，而是把 self/poster 放在受限位置的关系线索。,3,与教程问答共现时需区分真实困境和普通求推荐。,11,29,8,DOWN,0.604
DOWN,low_agency_constraint,求助,relational_state,INCOM self-position+XHS,低能动性不是情绪词本身，而是把 self/poster 放在受限位置的关系线索。,3,与教程问答共现时需区分真实困境和普通求推荐。,31,133,45,DOWN,0.636
DOWN,low_agency_constraint,没办法,relational_state,INCOM self-position+XHS,低能动性不是情绪词本身，而是把 self/poster 放在受限位置的关系线索。,3,与教程问答共现时需区分真实困境和普通求推荐。,21,54,11,DOWN,0.628
DOWN,low_agency_constraint,没有选择,relational_state,INCOM self-position+XHS,低能动性不是情绪词本身，而是把 self/poster 放在受限位置的关系线索。,3,与教程问答共现时需区分真实困境和普通求推荐。,5,3,0,UP,0.625
DOWN,low_agency_constraint,熬不住,relational_state,INCOM self-position+XHS,低能动性不是情绪词本身，而是把 self/poster 放在受限位置的关系线索。,3,与教程问答共现时需区分真实困境和普通求推荐。,5,0,0,UP,1.0
DOWN,low_agency_constraint,被迫,relational_state,INCOM self-position+XHS,低能动性不是情绪词本身，而是把 self/poster 放在受限位置的关系线索。,3,与教程问答共现时需区分真实困境和普通求推荐。,6,18,3,DOWN,0.667
DOWN,low_agency_constraint,走不出来,relational_state,INCOM self-position+XHS,低能动性不是情绪词本身，而是把 self/poster 放在受限位置的关系线索。,3,与教程问答共现时需区分真实困境和普通求推荐。,0,3,4,NEUTRAL,0.571
DOWN,low_agency_constraint,躺平,relational_state,INCOM self-position+XHS,低能动性不是情绪词本身，而是把 self/poster 放在受限位置的关系线索。,3,与教程问答共现时需区分真实困境和普通求推荐。,20,23,12,DOWN,0.418
DOWN,low_agency_constraint,逃不掉,relational_state,INCOM self-position+XHS,低能动性不是情绪词本身，而是把 self/poster 放在受限位置的关系线索。,3,与教程问答共现时需区分真实困境和普通求推荐。,0,0,0,,
DOWN,low_agency_constraint,麻木,relational_state,INCOM self-position+XHS,低能动性不是情绪词本身，而是把 self/poster 放在受限位置的关系线索。,3,与教程问答共现时需区分真实困境和普通求推荐。,8,13,3,DOWN,0.542
DOWN,money_work_hardship,加班到崩溃,domain_frame,LIWC money/work+risk+XHS,经济/工作困境是高资源生活方式的反向集合。,3,省钱攻略和薅羊毛通常是 NEUTRAL，除非强调匮乏和无助。,0,0,0,,
DOWN,money_work_hardship,吃土,domain_frame,LIWC money/work+risk+XHS,经济/工作困境是高资源生活方式的反向集合。,3,省钱攻略和薅羊毛通常是 NEUTRAL，除非强调匮乏和无助。,0,1,1,DOWN,0.5
DOWN,money_work_hardship,工资低,domain_frame,LIWC money/work+risk+XHS,经济/工作困境是高资源生活方式的反向集合。,3,省钱攻略和薅羊毛通常是 NEUTRAL，除非强调匮乏和无助。,0,3,1,DOWN,0.75
DOWN,money_work_hardship,房租,domain_frame,LIWC money/work+risk+XHS,经济/工作困境是高资源生活方式的反向集合。,3,省钱攻略和薅羊毛通常是 NEUTRAL，除非强调匮乏和无助。,11,30,10,DOWN,0.588
DOWN,money_work_hardship,打工人崩溃,domain_frame,LIWC money/work+risk+XHS,经济/工作困境是高资源生活方式的反向集合。,3,省钱攻略和薅羊毛通常是 NEUTRAL，除非强调匮乏和无助。,0,0,0,,
DOWN,money_work_hardship,月光,domain_frame,LIWC money/work+risk+XHS,经济/工作困境是高资源生活方式的反向集合。,3,省钱攻略和薅羊毛通常是 NEUTRAL，除非强调匮乏和无助。,7,6,4,UP,0.412
DOWN,money_work_hardship,欠款,domain_frame,LIWC money/work+risk+XHS,经济/工作困境是高资源生活方式的反向集合。,3,省钱攻略和薅羊毛通常是 NEUTRAL，除非强调匮乏和无助。,0,1,0,DOWN,1.0
DOWN,money_work_hardship,没钱,domain_frame,LIWC money/work+risk+XHS,经济/工作困境是高资源生活方式的反向集合。,3,省钱攻略和薅羊毛通常是 NEUTRAL，除非强调匮乏和无助。,6,66,8,DOWN,0.825
DOWN,money_work_hardship,生活费不够,domain_frame,LIWC money/work+risk+XHS,经济/工作困境是高资源生活方式的反向集合。,3,省钱攻略和薅羊毛通常是 NEUTRAL，除非强调匮乏和无助。,0,1,0,DOWN,1.0
DOWN,money_work_hardship,省钱到,domain_frame,LIWC money/work+risk+XHS,经济/工作困境是高资源生活方式的反向集合。,3,省钱攻略和薅羊毛通常是 NEUTRAL，除非强调匮乏和无助。,0,0,0,,
DOWN,money_work_hardship,破产,domain_frame,LIWC money/work+risk+XHS,经济/工作困境是高资源生活方式的反向集合。,3,省钱攻略和薅羊毛通常是 NEUTRAL，除非强调匮乏和无助。,2,10,2,DOWN,0.714
DOWN,money_work_hardship,社畜,domain_frame,LIWC money/work+risk+XHS,经济/工作困境是高资源生活方式的反向集合。,3,省钱攻略和薅羊毛通常是 NEUTRAL，除非强调匮乏和无助。,3,10,0,DOWN,0.769
DOWN,money_work_hardship,穷,domain_frame,LIWC money/work+risk+XHS,经济/工作困境是高资源生活方式的反向集合。,3,省钱攻略和薅羊毛通常是 NEUTRAL，除非强调匮乏和无助。,49,71,22,DOWN,0.5
DOWN,money_work_hardship,被裁,domain_frame,LIWC money/work+risk+XHS,经济/工作困境是高资源生活方式的反向集合。,3,省钱攻略和薅羊毛通常是 NEUTRAL，除非强调匮乏和无助。,2,5,0,DOWN,0.714
DOWN,money_work_hardship,被辞退,domain_frame,LIWC money/work+risk+XHS,经济/工作困境是高资源生活方式的反向集合。,3,省钱攻略和薅羊毛通常是 NEUTRAL，除非强调匮乏和无助。,0,5,0,DOWN,1.0
DOWN,money_work_hardship,裁员,domain_frame,LIWC money/work+risk+XHS,经济/工作困境是高资源生活方式的反向集合。,3,省钱攻略和薅羊毛通常是 NEUTRAL，除非强调匮乏和无助。,3,8,1,DOWN,0.667
DOWN,money_work_hardship,负债,domain_frame,LIWC money/work+risk+XHS,经济/工作困境是高资源生活方式的反向集合。,3,省钱攻略和薅羊毛通常是 NEUTRAL，除非强调匮乏和无助。,5,10,0,DOWN,0.667
DOWN,money_work_hardship,还不起,domain_frame,LIWC money/work+risk+XHS,经济/工作困境是高资源生活方式的反向集合。,3,省钱攻略和薅羊毛通常是 NEUTRAL，除非强调匮乏和无助。,0,0,0,,
DOWN,negative_affect_social_pain,emo,affect_supporting,LIWC negative emotion+social+XHS,负面情绪只能辅助方向；当它与低资源/受阻/受害 frame 结合时才支持 DOWN。,2,不要把所有负面情绪直接判 DOWN；读者比较方向取决于帖主相对位置。,24,24,12,DOWN,0.4
DOWN,negative_affect_social_pain,不被爱,affect_supporting,LIWC negative emotion+social+XHS,负面情绪只能辅助方向；当它与低资源/受阻/受害 frame 结合时才支持 DOWN。,2,不要把所有负面情绪直接判 DOWN；读者比较方向取决于帖主相对位置。,0,3,2,DOWN,0.6
DOWN,negative_affect_social_pain,内耗,affect_supporting,LIWC negative emotion+social+XHS,负面情绪只能辅助方向；当它与低资源/受阻/受害 frame 结合时才支持 DOWN。,2,不要把所有负面情绪直接判 DOWN；读者比较方向取决于帖主相对位置。,28,70,35,DOWN,0.526
DOWN,negative_affect_social_pain,冷暴力,affect_supporting,LIWC negative emotion+social+XHS,负面情绪只能辅助方向；当它与低资源/受阻/受害 frame 结合时才支持 DOWN。,2,不要把所有负面情绪直接判 DOWN；读者比较方向取决于帖主相对位置。,1,14,0,DOWN,0.933
DOWN,negative_affect_social_pain,分手,affect_supporting,LIWC negative emotion+social+XHS,负面情绪只能辅助方向；当它与低资源/受阻/受害 frame 结合时才支持 DOWN。,2,不要把所有负面情绪直接判 DOWN；读者比较方向取决于帖主相对位置。,14,104,27,DOWN,0.717
DOWN,negative_affect_social_pain,失恋,affect_supporting,LIWC negative emotion+social+XHS,负面情绪只能辅助方向；当它与低资源/受阻/受害 frame 结合时才支持 DOWN。,2,不要把所有负面情绪直接判 DOWN；读者比较方向取决于帖主相对位置。,4,7,4,DOWN,0.467
DOWN,negative_affect_social_pain,失眠,affect_supporting,LIWC negative emotion+social+XHS,负面情绪只能辅助方向；当它与低资源/受阻/受害 frame 结合时才支持 DOWN。,2,不要把所有负面情绪直接判 DOWN；读者比较方向取决于帖主相对位置。,13,26,5,DOWN,0.591
DOWN,negative_affect_social_pain,委屈,affect_supporting,LIWC negative emotion+social+XHS,负面情绪只能辅助方向；当它与低资源/受阻/受害 frame 结合时才支持 DOWN。,2,不要把所有负面情绪直接判 DOWN；读者比较方向取决于帖主相对位置。,11,37,10,DOWN,0.638
DOWN,negative_affect_social_pain,孤独,affect_supporting,LIWC negative emotion+social+XHS,负面情绪只能辅助方向；当它与低资源/受阻/受害 frame 结合时才支持 DOWN。,2,不要把所有负面情绪直接判 DOWN；读者比较方向取决于帖主相对位置。,13,28,14,DOWN,0.509
DOWN,negative_affect_social_pain,崩溃,affect_supporting,LIWC negative emotion+social+XHS,负面情绪只能辅助方向；当它与低资源/受阻/受害 frame 结合时才支持 DOWN。,2,不要把所有负面情绪直接判 DOWN；读者比较方向取决于帖主相对位置。,29,122,19,DOWN,0.718
DOWN,negative_affect_social_pain,抑郁,affect_supporting,LIWC negative emotion+social+XHS,负面情绪只能辅助方向；当它与低资源/受阻/受害 frame 结合时才支持 DOWN。,2,不要把所有负面情绪直接判 DOWN；读者比较方向取决于帖主相对位置。,10,40,10,DOWN,0.667
DOWN,negative_affect_social_pain,没人懂,affect_supporting,LIWC negative emotion+social+XHS,负面情绪只能辅助方向；当它与低资源/受阻/受害 frame 结合时才支持 DOWN。,2,不要把所有负面情绪直接判 DOWN；读者比较方向取决于帖主相对位置。,0,0,0,,
DOWN,negative_affect_social_pain,焦虑,affect_supporting,LIWC negative emotion+social+XHS,负面情绪只能辅助方向；当它与低资源/受阻/受害 frame 结合时才支持 DOWN。,2,不要把所有负面情绪直接判 DOWN；读者比较方向取决于帖主相对位置。,120,175,71,DOWN,0.478
DOWN,negative_affect_social_pain,破防,affect_supporting,LIWC negative emotion+social+XHS,负面情绪只能辅助方向；当它与低资源/受阻/受害 frame 结合时才支持 DOWN。,2,不要把所有负面情绪直接判 DOWN；读者比较方向取决于帖主相对位置。,14,38,12,DOWN,0.594
DOWN,negative_affect_social_pain,被孤立,affect_supporting,LIWC negative emotion+social+XHS,负面情绪只能辅助方向；当它与低资源/受阻/受害 frame 结合时才支持 DOWN。,2,不要把所有负面情绪直接判 DOWN；读者比较方向取决于帖主相对位置。,2,3,5,NEUTRAL,0.5
DOWN,negative_affect_social_pain,被背刺,affect_supporting,LIWC negative emotion+social+XHS,负面情绪只能辅助方向；当它与低资源/受阻/受害 frame 结合时才支持 DOWN。,2,不要把所有负面情绪直接判 DOWN；读者比较方向取决于帖主相对位置。,1,2,0,DOWN,0.667
NEUTRAL,product_tool_review,AI工具,neutralizer_frame,LIWC reward/work+USAS object,产品/工具评价常有正负情绪但不一定比较 self-other standing。,3,奢侈品拥有展示可能转 UP；普通测评保持 NEUTRAL。,2,2,1,DOWN,0.4
NEUTRAL,product_tool_review,app,neutralizer_frame,LIWC reward/work+USAS object,产品/工具评价常有正负情绪但不一定比较 self-other standing。,3,奢侈品拥有展示可能转 UP；普通测评保持 NEUTRAL。,46,26,27,UP,0.465
NEUTRAL,product_tool_review,下载,neutralizer_frame,LIWC reward/work+USAS object,产品/工具评价常有正负情绪但不一定比较 self-other standing。,3,奢侈品拥有展示可能转 UP；普通测评保持 NEUTRAL。,15,8,10,UP,0.455
NEUTRAL,product_tool_review,优惠券,neutralizer_frame,LIWC reward/work+USAS object,产品/工具评价常有正负情绪但不一定比较 self-other standing。,3,奢侈品拥有展示可能转 UP；普通测评保持 NEUTRAL。,3,2,0,UP,0.6
NEUTRAL,product_tool_review,使用感,neutralizer_frame,LIWC reward/work+USAS object,产品/工具评价常有正负情绪但不一定比较 self-other standing。,3,奢侈品拥有展示可能转 UP；普通测评保持 NEUTRAL。,0,0,1,NEUTRAL,1.0
NEUTRAL,product_tool_review,参数,neutralizer_frame,LIWC reward/work+USAS object,产品/工具评价常有正负情绪但不一定比较 self-other standing。,3,奢侈品拥有展示可能转 UP；普通测评保持 NEUTRAL。,2,2,12,NEUTRAL,0.75
NEUTRAL,product_tool_review,好物分享,neutralizer_frame,LIWC reward/work+USAS object,产品/工具评价常有正负情绪但不一定比较 self-other standing。,3,奢侈品拥有展示可能转 UP；普通测评保持 NEUTRAL。,1,2,10,NEUTRAL,0.769
NEUTRAL,product_tool_review,官网,neutralizer_frame,LIWC reward/work+USAS object,产品/工具评价常有正负情绪但不一定比较 self-other standing。,3,奢侈品拥有展示可能转 UP；普通测评保持 NEUTRAL。,26,2,16,UP,0.591
NEUTRAL,product_tool_review,平替,neutralizer_frame,LIWC reward/work+USAS object,产品/工具评价常有正负情绪但不一定比较 self-other standing。,3,奢侈品拥有展示可能转 UP；普通测评保持 NEUTRAL。,3,4,10,NEUTRAL,0.588
NEUTRAL,product_tool_review,开箱,neutralizer_frame,LIWC reward/work+USAS object,产品/工具评价常有正负情绪但不一定比较 self-other standing。,3,奢侈品拥有展示可能转 UP；普通测评保持 NEUTRAL。,17,0,1,UP,0.944
NEUTRAL,product_tool_review,拔草,neutralizer_frame,LIWC reward/work+USAS object,产品/工具评价常有正负情绪但不一定比较 self-other standing。,3,奢侈品拥有展示可能转 UP；普通测评保持 NEUTRAL。,2,2,1,DOWN,0.4
NEUTRAL,product_tool_review,推荐,neutralizer_frame,LIWC reward/work+USAS object,产品/工具评价常有正负情绪但不一定比较 self-other standing。,3,奢侈品拥有展示可能转 UP；普通测评保持 NEUTRAL。,193,91,270,NEUTRAL,0.487
NEUTRAL,product_tool_review,插件,neutralizer_frame,LIWC reward/work+USAS object,产品/工具评价常有正负情绪但不一定比较 self-other standing。,3,奢侈品拥有展示可能转 UP；普通测评保持 NEUTRAL。,3,0,0,UP,1.0
NEUTRAL,product_tool_review,测评,neutralizer_frame,LIWC reward/work+USAS object,产品/工具评价常有正负情绪但不一定比较 self-other standing。,3,奢侈品拥有展示可能转 UP；普通测评保持 NEUTRAL。,21,12,13,UP,0.457
NEUTRAL,product_tool_review,种草,neutralizer_frame,LIWC reward/work+USAS object,产品/工具评价常有正负情绪但不一定比较 self-other standing。,3,奢侈品拥有展示可能转 UP；普通测评保持 NEUTRAL。,30,7,15,UP,0.577
NEUTRAL,product_tool_review,薅羊毛,neutralizer_frame,LIWC reward/work+USAS object,产品/工具评价常有正负情绪但不一定比较 self-other standing。,3,奢侈品拥有展示可能转 UP；普通测评保持 NEUTRAL。,4,0,12,NEUTRAL,0.75
NEUTRAL,product_tool_review,购物车,neutralizer_frame,LIWC reward/work+USAS object,产品/工具评价常有正负情绪但不一定比较 self-other standing。,3,奢侈品拥有展示可能转 UP；普通测评保持 NEUTRAL。,2,1,2,NEUTRAL,0.4
NEUTRAL,product_tool_review,软件,neutralizer_frame,LIWC reward/work+USAS object,产品/工具评价常有正负情绪但不一定比较 self-other standing。,3,奢侈品拥有展示可能转 UP；普通测评保持 NEUTRAL。,21,30,20,DOWN,0.423
NEUTRAL,product_tool_review,链接,neutralizer_frame,LIWC reward/work+USAS object,产品/工具评价常有正负情绪但不一定比较 self-other standing。,3,奢侈品拥有展示可能转 UP；普通测评保持 NEUTRAL。,8,14,9,DOWN,0.452
NEUTRAL,request_recommendation_chat,可以吗,neutralizer_frame,XHS conversational,求助/询问语体常是平台互动，不等于下行；只有真实受限/受苦才 DOWN。,2,与'不敢/焦虑/没办法'强共现时提高 DOWN 风险。,0,9,4,DOWN,0.692
NEUTRAL,request_recommendation_chat,哪个好,neutralizer_frame,XHS conversational,求助/询问语体常是平台互动，不等于下行；只有真实受限/受苦才 DOWN。,2,与'不敢/焦虑/没办法'强共现时提高 DOWN 风险。,4,1,6,NEUTRAL,0.545
NEUTRAL,request_recommendation_chat,姐妹们,neutralizer_frame,XHS conversational,求助/询问语体常是平台互动，不等于下行；只有真实受限/受苦才 DOWN。,2,与'不敢/焦虑/没办法'强共现时提高 DOWN 风险。,50,71,42,DOWN,0.436
NEUTRAL,request_recommendation_chat,怎么选,neutralizer_frame,XHS conversational,求助/询问语体常是平台互动，不等于下行；只有真实受限/受苦才 DOWN。,2,与'不敢/焦虑/没办法'强共现时提高 DOWN 风险。,10,12,5,DOWN,0.444
NEUTRAL,request_recommendation_chat,想买,neutralizer_frame,XHS conversational,求助/询问语体常是平台互动，不等于下行；只有真实受限/受苦才 DOWN。,2,与'不敢/焦虑/没办法'强共现时提高 DOWN 风险。,10,23,14,DOWN,0.489
NEUTRAL,request_recommendation_chat,有人知道吗,neutralizer_frame,XHS conversational,求助/询问语体常是平台互动，不等于下行；只有真实受限/受苦才 DOWN。,2,与'不敢/焦虑/没办法'强共现时提高 DOWN 风险。,0,0,1,NEUTRAL,1.0
NEUTRAL,request_recommendation_chat,有没有,neutralizer_frame,XHS conversational,求助/询问语体常是平台互动，不等于下行；只有真实受限/受苦才 DOWN。,2,与'不敢/焦虑/没办法'强共现时提高 DOWN 风险。,103,211,145,DOWN,0.46
NEUTRAL,request_recommendation_chat,求推荐,neutralizer_frame,XHS conversational,求助/询问语体常是平台互动，不等于下行；只有真实受限/受苦才 DOWN。,2,与'不敢/焦虑/没办法'强共现时提高 DOWN 风险。,7,8,17,NEUTRAL,0.531
NEUTRAL,request_recommendation_chat,求问,neutralizer_frame,XHS conversational,求助/询问语体常是平台互动，不等于下行；只有真实受限/受苦才 DOWN。,2,与'不敢/焦虑/没办法'强共现时提高 DOWN 风险。,5,11,5,DOWN,0.524
NEUTRAL,request_recommendation_chat,码住,neutralizer_frame,XHS conversational,求助/询问语体常是平台互动，不等于下行；只有真实受限/受苦才 DOWN。,2,与'不敢/焦虑/没办法'强共现时提高 DOWN 风险。,9,0,1,UP,0.9
NEUTRAL,request_recommendation_chat,蹲,neutralizer_frame,XHS conversational,求助/询问语体常是平台互动，不等于下行；只有真实受限/受苦才 DOWN。,2,与'不敢/焦虑/没办法'强共现时提高 DOWN 风险。,27,40,41,NEUTRAL,0.38
NEUTRAL,request_recommendation_chat,适合吗,neutralizer_frame,XHS conversational,求助/询问语体常是平台互动，不等于下行；只有真实受限/受苦才 DOWN。,2,与'不敢/焦虑/没办法'强共现时提高 DOWN 风险。,0,0,0,,
NEUTRAL,request_recommendation_chat,问问,neutralizer_frame,XHS conversational,求助/询问语体常是平台互动，不等于下行；只有真实受限/受苦才 DOWN。,2,与'不敢/焦虑/没办法'强共现时提高 DOWN 风险。,19,51,21,DOWN,0.56
NEUTRAL,third_party_news_ranking,公告,neutralizer_frame,Wmatrix/USAS news/ranking,第三方信息不必然触发读者和帖主比较，尤其没有第一人称获益/受损时。,2,如果帖子把榜单与'我/我的学校/我的收入'绑定，重新判定。,2,7,4,DOWN,0.538
NEUTRAL,third_party_news_ranking,名单,neutralizer_frame,Wmatrix/USAS news/ranking,第三方信息不必然触发读者和帖主比较，尤其没有第一人称获益/受损时。,2,如果帖子把榜单与'我/我的学校/我的收入'绑定，重新判定。,7,10,4,DOWN,0.476
NEUTRAL,third_party_news_ranking,官方,neutralizer_frame,Wmatrix/USAS news/ranking,第三方信息不必然触发读者和帖主比较，尤其没有第一人称获益/受损时。,2,如果帖子把榜单与'我/我的学校/我的收入'绑定，重新判定。,23,19,21,UP,0.365
NEUTRAL,third_party_news_ranking,录取名单,neutralizer_frame,Wmatrix/USAS news/ranking,第三方信息不必然触发读者和帖主比较，尤其没有第一人称获益/受损时。,2,如果帖子把榜单与'我/我的学校/我的收入'绑定，重新判定。,0,0,0,,
NEUTRAL,third_party_news_ranking,报告,neutralizer_frame,Wmatrix/USAS news/ranking,第三方信息不必然触发读者和帖主比较，尤其没有第一人称获益/受损时。,2,如果帖子把榜单与'我/我的学校/我的收入'绑定，重新判定。,17,22,17,DOWN,0.393
NEUTRAL,third_party_news_ranking,排名公布,neutralizer_frame,Wmatrix/USAS news/ranking,第三方信息不必然触发读者和帖主比较，尤其没有第一人称获益/受损时。,2,如果帖子把榜单与'我/我的学校/我的收入'绑定，重新判定。,0,0,0,,
NEUTRAL,third_party_news_ranking,排行榜,neutralizer_frame,Wmatrix/USAS news/ranking,第三方信息不必然触发读者和帖主比较，尤其没有第一人称获益/受损时。,2,如果帖子把榜单与'我/我的学校/我的收入'绑定，重新判定。,0,3,3,DOWN,0.5
NEUTRAL,third_party_news_ranking,政策,neutralizer_frame,Wmatrix/USAS news/ranking,第三方信息不必然触发读者和帖主比较，尤其没有第一人称获益/受损时。,2,如果帖子把榜单与'我/我的学校/我的收入'绑定，重新判定。,16,8,8,UP,0.5
NEUTRAL,third_party_news_ranking,数据,neutralizer_frame,Wmatrix/USAS news/ranking,第三方信息不必然触发读者和帖主比较，尤其没有第一人称获益/受损时。,2,如果帖子把榜单与'我/我的学校/我的收入'绑定，重新判定。,36,43,32,DOWN,0.387
NEUTRAL,third_party_news_ranking,新闻,neutralizer_frame,Wmatrix/USAS news/ranking,第三方信息不必然触发读者和帖主比较，尤其没有第一人称获益/受损时。,2,如果帖子把榜单与'我/我的学校/我的收入'绑定，重新判定。,15,22,22,DOWN,0.373
NEUTRAL,third_party_news_ranking,明星,neutralizer_frame,Wmatrix/USAS news/ranking,第三方信息不必然触发读者和帖主比较，尤其没有第一人称获益/受损时。,2,如果帖子把榜单与'我/我的学校/我的收入'绑定，重新判定。,77,18,36,UP,0.588
NEUTRAL,third_party_news_ranking,电视剧,neutralizer_frame,Wmatrix/USAS news/ranking,第三方信息不必然触发读者和帖主比较，尤其没有第一人称获益/受损时。,2,如果帖子把榜单与'我/我的学校/我的收入'绑定，重新判定。,13,17,26,NEUTRAL,0.464
NEUTRAL,third_party_news_ranking,盘点,neutralizer_frame,Wmatrix/USAS news/ranking,第三方信息不必然触发读者和帖主比较，尤其没有第一人称获益/受损时。,2,如果帖子把榜单与'我/我的学校/我的收入'绑定，重新判定。,3,5,1,DOWN,0.556
NEUTRAL,third_party_news_ranking,综艺,neutralizer_frame,Wmatrix/USAS news/ranking,第三方信息不必然触发读者和帖主比较，尤其没有第一人称获益/受损时。,2,如果帖子把榜单与'我/我的学校/我的收入'绑定，重新判定。,8,3,16,NEUTRAL,0.593
NEUTRAL,third_party_news_ranking,趋势,neutralizer_frame,Wmatrix/USAS news/ranking,第三方信息不必然触发读者和帖主比较，尤其没有第一人称获益/受损时。,2,如果帖子把榜单与'我/我的学校/我的收入'绑定，重新判定。,7,8,11,NEUTRAL,0.423
NEUTRAL,third_party_news_ranking,通知,neutralizer_frame,Wmatrix/USAS news/ranking,第三方信息不必然触发读者和帖主比较，尤其没有第一人称获益/受损时。,2,如果帖子把榜单与'我/我的学校/我的收入'绑定，重新判定。,32,50,25,DOWN,0.467
NEUTRAL,tutorial_information,下载,neutralizer_frame,Wmatrix/USAS information+XHS,信息/教程语体通常缺少 reader-poster standing，能防止 LLM 把领域词误判为比较。,3,若教程开头强展示个人优势，如'我拿到港大 offer 后...'，不要完全中和。,15,8,10,UP,0.455
NEUTRAL,tutorial_information,保姆级,neutralizer_frame,Wmatrix/USAS information+XHS,信息/教程语体通常缺少 reader-poster standing，能防止 LLM 把领域词误判为比较。,3,若教程开头强展示个人优势，如'我拿到港大 offer 后...'，不要完全中和。,7,0,5,UP,0.583
NEUTRAL,tutorial_information,入口,neutralizer_frame,Wmatrix/USAS information+XHS,信息/教程语体通常缺少 reader-poster standing，能防止 LLM 把领域词误判为比较。,3,若教程开头强展示个人优势，如'我拿到港大 offer 后...'，不要完全中和。,16,4,30,NEUTRAL,0.6
NEUTRAL,tutorial_information,参数,neutralizer_frame,Wmatrix/USAS information+XHS,信息/教程语体通常缺少 reader-poster standing，能防止 LLM 把领域词误判为比较。,3,若教程开头强展示个人优势，如'我拿到港大 offer 后...'，不要完全中和。,2,2,12,NEUTRAL,0.75
NEUTRAL,tutorial_information,合集,neutralizer_frame,Wmatrix/USAS information+XHS,信息/教程语体通常缺少 reader-poster standing，能防止 LLM 把领域词误判为比较。,3,若教程开头强展示个人优势，如'我拿到港大 offer 后...'，不要完全中和。,28,7,18,UP,0.528
NEUTRAL,tutorial_information,如何,neutralizer_frame,Wmatrix/USAS information+XHS,信息/教程语体通常缺少 reader-poster standing，能防止 LLM 把领域词误判为比较。,3,若教程开头强展示个人优势，如'我拿到港大 offer 后...'，不要完全中和。,90,135,78,DOWN,0.446
NEUTRAL,tutorial_information,官网,neutralizer_frame,Wmatrix/USAS information+XHS,信息/教程语体通常缺少 reader-poster standing，能防止 LLM 把领域词误判为比较。,3,若教程开头强展示个人优势，如'我拿到港大 offer 后...'，不要完全中和。,26,2,16,UP,0.591
